,exp,edu,scale,avgsalary,lnsalary,city,type,industry,indu1
5182,1年经验,本科,150-500人,14.166666666666668,2.6508917872622617,上海,外资企业,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5183,2年经验,本科,1000-5000人,12.0,2.4849066497880004,北京,国企,其他,其他
5184,2年经验,本科,150-500人,5.0,1.6094379124341005,其他,民营公司,计算机软件,计算机软件
5185,1年经验,大专,150-500人,5.0,1.6094379124341005,其他,民营公司,计算机软件,计算机软件
5186,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,北京,合资,互联网/电子商务,互联网/电子商务
5187,无工作经验,本科,150-500人,17.5,2.862200880929469,北京,合资,互联网/电子商务,互联网/电子商务
5188,无工作经验,本科,150-500人,7.0,1.9459101490553128,广州,合资,互联网/电子商务,互联网/电子商务
5189,3-4年经验,本科,150-500人,15.0,2.7080502011022096,其他,民营公司,计算机软件,计算机软件
5190,3-4年经验,本科,150-500人,14.0,2.6390573296152584,其他,民营公司,计算机软件,计算机软件
5191,3-4年经验,本科,150-500人,15.0,2.7080502011022096,其他,民营公司,计算机软件,计算机软件
5192,3-4年经验,本科,150-500人,15.0,2.7080502011022096,合肥,民营公司,计算机软件,计算机软件
5193,5年以上工作经验,无学历要求,1000-5000人,20.0,2.9957322735539913,深圳,民营公司,互联网/电子商务,互联网/电子商务
5194,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,成都,民营公司,互联网/电子商务,互联网/电子商务
5195,无工作经验,中专,150-500人,8.5,2.1400661634962708,广州,民营公司,金融/投资/证券,金融/投资/证券
5196,无工作经验,大专,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券,金融/投资/证券
5197,3-4年经验,本科,10000人以上,8.0,2.079441541679836,武汉,民营公司,互联网/电子商务,互联网/电子商务
5198,无工作经验,大专,150-500人,7.0,1.9459101490553128,北京,民营公司,金融/投资/证券,金融/投资/证券
5199,1年经验,本科,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券,金融/投资/证券
5200,1年经验,本科,150-500人,5.25,1.6582280766035324,北京,外资企业,金融/投资/证券,金融/投资/证券
5201,1年经验,大专,少于50人,6.5,1.8718021769015916,上海,创业公司,金融/投资/证券,金融/投资/证券
5202,2年经验,本科,500-1000人,9.0,2.19722457733622,杭州,民营公司,互联网/电子商务,互联网/电子商务
5203,1年经验,本科,500-1000人,9.0,2.19722457733622,杭州,民营公司,互联网/电子商务,互联网/电子商务
5204,1年经验,本科,500-1000人,12.5,2.525728644308256,杭州,民营公司,互联网/电子商务,互联网/电子商务
5205,3-4年经验,本科,50-150人,30.0,3.4011973816621555,深圳,民营公司,互联网/电子商务,互联网/电子商务
5206,3-4年经验,无学历要求,50-150人,30.0,3.4011973816621555,广州,民营公司,互联网/电子商务,互联网/电子商务
5207,无工作经验,无学历要求,150-500人,3.75,1.3217558399823195,其他,民营公司,其他,其他
5208,2年经验,硕士,50-150人,12.5,2.525728644308256,深圳,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5209,3-4年经验,本科,500-1000人,20.0,2.9957322735539913,北京,民营公司,互联网/电子商务,互联网/电子商务
5210,3-4年经验,本科,500-1000人,20.0,2.9957322735539913,北京,民营公司,互联网/电子商务,互联网/电子商务
5211,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5212,无工作经验,本科,1000-5000人,9.0,2.19722457733622,武汉,国企,计算机软件,计算机软件
5213,无工作经验,本科,1000-5000人,14.0,2.6390573296152584,北京,国企,计算机软件,计算机软件
5214,无工作经验,本科,1000-5000人,9.0,2.19722457733622,其他,国企,计算机软件,计算机软件
5215,无工作经验,本科,1000-5000人,13.0,2.5649493574615367,其他,国企,计算机软件,计算机软件
5216,无工作经验,本科,1000-5000人,12.0,2.4849066497880004,南京,国企,计算机软件,计算机软件
5217,无工作经验,本科,1000-5000人,12.0,2.4849066497880004,广州,国企,计算机软件,计算机软件
5218,无工作经验,本科,1000-5000人,11.0,2.3978952727983707,其他,国企,计算机软件,计算机软件
5219,无工作经验,本科,1000-5000人,14.0,2.6390573296152584,杭州,国企,计算机软件,计算机软件
5220,无工作经验,本科,1000-5000人,14.0,2.6390573296152584,广州,国企,计算机软件,计算机软件
5221,2年经验,本科,1000-5000人,14.0,2.6390573296152584,南京,国企,计算机软件,计算机软件
5222,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5223,无工作经验,本科,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
5224,无工作经验,大专,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
5225,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
5226,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
5227,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5228,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5229,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5230,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5231,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5232,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5233,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5234,无工作经验,无学历要求,150-500人,8.0,2.079441541679836,北京,合资,金融/投资/证券,金融/投资/证券
5235,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5236,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5237,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5238,无工作经验,无学历要求,150-500人,8.0,2.079441541679836,北京,合资,金融/投资/证券,金融/投资/证券
5239,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5240,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5241,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
5242,无工作经验,大专,150-500人,7.0,1.9459101490553128,北京,合资,金融/投资/证券,金融/投资/证券
5243,无工作经验,无学历要求,150-500人,12.5,2.525728644308256,北京,合资,金融/投资/证券,金融/投资/证券
5244,无工作经验,无学历要求,150-500人,10.5,2.3513752571634776,北京,合资,金融/投资/证券,金融/投资/证券
5245,3-4年经验,大专,5000-10000人,12.0,2.4849066497880004,西安,合资,计算机软件,计算机软件
5246,3-4年经验,本科,5000-10000人,27.0,3.2958368660043287,上海,合资,计算机软件,计算机软件
5247,无工作经验,大专,5000-10000人,3.75,1.3217558399823195,上海,合资,计算机软件,计算机软件
5248,3-4年经验,本科,5000-10000人,15.5,2.7408400239252013,上海,合资,计算机软件,计算机软件
5249,2年经验,大专,10000人以上,7.0,1.9459101490553128,广州,民营公司,快速消费品(食品、饮料、化妆品),其他
5250,3-4年经验,本科,50-150人,12.5,2.525728644308256,上海,民营公司,计算机软件,计算机软件
5251,2年经验,无学历要求,150-500人,6.0,1.791759469228055,广州,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
5252,无工作经验,无学历要求,150-500人,12.5,2.525728644308256,北京,合资,金融/投资/证券,金融/投资/证券
5253,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,北京,合资,金融/投资/证券,金融/投资/证券
5254,无工作经验,中专,150-500人,9.0,2.19722457733622,北京,合资,金融/投资/证券,金融/投资/证券
5255,3-4年经验,大专,1000-5000人,15.0,2.7080502011022096,合肥,民营公司,互联网/电子商务,互联网/电子商务
5256,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券,金融/投资/证券
5257,无工作经验,本科,150-500人,12.5,2.525728644308256,北京,合资,金融/投资/证券,金融/投资/证券
5258,3-4年经验,本科,1000-5000人,12.5,2.525728644308256,深圳,上市公司,通信/电信运营、增值服务,其他
5259,5年以上工作经验,本科,5000-10000人,22.5,3.1135153092103742,上海,上市公司,互联网/电子商务,互联网/电子商务
5260,3-4年经验,大专,1000-5000人,18.5,2.917770732084279,深圳,民营公司,互联网/电子商务,互联网/电子商务
5261,3-4年经验,大专,1000-5000人,18.5,2.917770732084279,深圳,民营公司,互联网/电子商务,互联网/电子商务
5262,1年经验,大专,500-1000人,5.25,1.6582280766035324,广州,民营公司,快速消费品(食品、饮料、化妆品),其他
5263,无工作经验,本科,10000人以上,16.0,2.772588722239781,深圳,外资企业,其他,其他
5264,无工作经验,本科,10000人以上,15.0,2.7080502011022096,南京,外资企业,其他,其他
5265,1年经验,大专,150-500人,5.5,1.7047480922384253,其他,民营公司,计算机软件,计算机软件
5266,1年经验,大专,150-500人,5.0,1.6094379124341005,广州,民营公司,计算机软件,计算机软件
5267,5年以上工作经验,大专,少于50人,22.5,3.1135153092103742,广州,民营公司,计算机软件,计算机软件
5268,3-4年经验,本科,少于50人,22.5,3.1135153092103742,广州,民营公司,计算机软件,计算机软件
5269,3-4年经验,本科,1000-5000人,12.5,2.525728644308256,成都,国企,其他,其他
5270,无工作经验,本科,5000-10000人,10.0,2.302585092994046,其他,民营公司,快速消费品(食品、饮料、化妆品),其他
5271,1年经验,本科,5000-10000人,12.5,2.525728644308256,北京,民营公司,快速消费品(食品、饮料、化妆品),其他
5272,无工作经验,本科,150-500人,4.0,1.3862943611198906,上海,民营公司,互联网/电子商务,互联网/电子商务
5273,2年经验,本科,150-500人,9.0,2.19722457733622,北京,民营公司,计算机软件,计算机软件
5274,无工作经验,无学历要求,50-150人,8.5,2.1400661634962708,广州,民营公司,其他,其他
5275,无工作经验,无学历要求,50-150人,8.5,2.1400661634962708,其他,民营公司,其他,其他
5276,无工作经验,无学历要求,50-150人,8.5,2.1400661634962708,广州,民营公司,其他,其他
5277,无工作经验,无学历要求,50-150人,8.5,2.1400661634962708,其他,民营公司,其他,其他
5278,无工作经验,大专,150-500人,15.0,2.7080502011022096,上海,民营公司,计算机软件,计算机软件
5279,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,其他,民营公司,计算机软件,计算机软件
5280,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,其他,民营公司,计算机软件,计算机软件
5281,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,其他,民营公司,计算机软件,计算机软件
5282,1年经验,本科,1000-5000人,11.5,2.4423470353692043,上海,上市公司,金融/投资/证券,金融/投资/证券
5283,无工作经验,大专,150-500人,3.75,1.3217558399823195,上海,合资,互联网/电子商务,互联网/电子商务
5284,无工作经验,无学历要求,50-150人,8.5,2.1400661634962708,其他,民营公司,其他,其他
5285,无工作经验,无学历要求,50-150人,8.5,2.1400661634962708,广州,民营公司,其他,其他
5286,无工作经验,无学历要求,50-150人,8.5,2.1400661634962708,其他,民营公司,其他,其他
5287,2年经验,本科,少于50人,5.0,1.6094379124341005,其他,民营公司,互联网/电子商务,互联网/电子商务
5288,无工作经验,无学历要求,50-150人,6.25,1.8325814637483104,其他,民营公司,其他,其他
5289,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,北京,上市公司,金融/投资/证券,金融/投资/证券
5290,无工作经验,本科,10000人以上,11.5,2.4423470353692043,其他,合资,互联网/电子商务,互联网/电子商务
5291,无工作经验,高中,50-150人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券,金融/投资/证券
5292,无工作经验,高中,50-150人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券,金融/投资/证券
5293,无工作经验,高中,50-150人,9.0,2.19722457733622,深圳,民营公司,金融/投资/证券,金融/投资/证券
5294,无工作经验,本科,少于50人,10.416666666666668,2.3434070875143007,南京,外资企业,计算机软件,计算机软件
5295,2年经验,本科,50-150人,15.0,2.7080502011022096,其他,民营公司,计算机软件,计算机软件
5296,2年经验,本科,500-1000人,11.5,2.4423470353692043,上海,上市公司,互联网/电子商务,互联网/电子商务
5297,2年经验,本科,500-1000人,11.5,2.4423470353692043,上海,上市公司,互联网/电子商务,互联网/电子商务
5298,3-4年经验,本科,500-1000人,16.0,2.772588722239781,上海,上市公司,互联网/电子商务,互联网/电子商务
5299,3-4年经验,本科,500-1000人,16.0,2.772588722239781,上海,上市公司,互联网/电子商务,互联网/电子商务
5300,无工作经验,无学历要求,1000-5000人,7.5,2.0149030205422647,南京,民营公司,金融/投资/证券,金融/投资/证券
5301,无工作经验,高中,150-500人,5.25,1.6582280766035324,广州,合资,金融/投资/证券,金融/投资/证券
5302,3-4年经验,本科,1000-5000人,25.0,3.218875824868201,上海,民营公司,金融/投资/证券,金融/投资/证券
5303,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5304,无工作经验,无学历要求,500-1000人,11.5,2.4423470353692043,北京,上市公司,金融/投资/证券,金融/投资/证券
5305,1年经验,本科,50-150人,5.0,1.6094379124341005,其他,民营公司,计算机软件,计算机软件
5306,2年经验,本科,1000-5000人,12.5,2.525728644308256,广州,国企,其他,其他
5307,无工作经验,无学历要求,500-1000人,21.5,3.068052935133617,其他,民营公司,计算机软件,计算机软件
5308,无工作经验,无学历要求,500-1000人,14.0,2.6390573296152584,其他,民营公司,计算机软件,计算机软件
5309,3-4年经验,本科,10000人以上,11.5,2.4423470353692043,广州,民营公司,快速消费品(食品、饮料、化妆品),其他
5310,3-4年经验,本科,10000人以上,12.5,2.525728644308256,广州,民营公司,快速消费品(食品、饮料、化妆品),其他
5311,3-4年经验,本科,10000人以上,8.5,2.1400661634962708,广州,民营公司,快速消费品(食品、饮料、化妆品),其他
5312,3-4年经验,本科,10000人以上,9.0,2.19722457733622,广州,民营公司,快速消费品(食品、饮料、化妆品),其他
5313,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5314,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,广州,民营公司,互联网/电子商务,互联网/电子商务
5315,无工作经验,无学历要求,150-500人,20.0,2.9957322735539913,上海,民营公司,其他,其他
5316,3-4年经验,本科,500-1000人,20.0,2.9957322735539913,杭州,民营公司,互联网/电子商务,互联网/电子商务
5317,无工作经验,无学历要求,1000-5000人,20.0,2.9957322735539913,上海,国企,互联网/电子商务,互联网/电子商务
5318,无工作经验,无学历要求,150-500人,4.0,1.3862943611198906,其他,民营公司,互联网/电子商务,互联网/电子商务
5319,2年经验,无学历要求,150-500人,12.5,2.525728644308256,广州,外资企业,互联网/电子商务,互联网/电子商务
5320,1年经验,大专,10000人以上,6.5,1.8718021769015916,其他,民营公司,互联网/电子商务,互联网/电子商务
5321,3-4年经验,本科,10000人以上,11.5,2.4423470353692043,上海,民营公司,互联网/电子商务,互联网/电子商务
5322,3-4年经验,本科,10000人以上,11.5,2.4423470353692043,上海,民营公司,互联网/电子商务,互联网/电子商务
5323,2年经验,本科,1000-5000人,25.0,3.218875824868201,上海,民营公司,互联网/电子商务,互联网/电子商务
5324,3-4年经验,本科,10000人以上,12.0,2.4849066497880004,北京,民营公司,互联网/电子商务,互联网/电子商务
5325,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,其他,民营公司,其他,其他
5326,2年经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5327,2年经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5328,2年经验,本科,50-150人,9.0,2.19722457733622,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5329,1年经验,大专,150-500人,14.583333333333332,2.6798793241355137,其他,民营公司,其他,其他
5330,无工作经验,无学历要求,500-1000人,14.5,2.6741486494265287,上海,上市公司,互联网/电子商务,互联网/电子商务
5331,5年以上工作经验,本科,500-1000人,16.0,2.772588722239781,广州,民营公司,其他,其他
5332,无工作经验,无学历要求,少于50人,7.0,1.9459101490553128,其他,民营公司,计算机软件,计算机软件
5333,无工作经验,无学历要求,150-500人,17.5,2.862200880929469,武汉,上市公司,计算机软件,计算机软件
5334,2年经验,本科,50-150人,20.0,2.9957322735539913,北京,民营公司,计算机软件,计算机软件
5335,无工作经验,大专,少于50人,9.0,2.19722457733622,北京,民营公司,计算机软件,计算机软件
5336,3-4年经验,本科,10000人以上,9.0,2.19722457733622,武汉,合资,互联网/电子商务,互联网/电子商务
5337,3-4年经验,本科,10000人以上,9.0,2.19722457733622,其他,合资,互联网/电子商务,互联网/电子商务
5338,3-4年经验,本科,10000人以上,9.0,2.19722457733622,其他,合资,互联网/电子商务,互联网/电子商务
5339,1年经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
5340,2年经验,本科,150-500人,12.5,2.525728644308256,上海,民营公司,互联网/电子商务,互联网/电子商务
5341,无工作经验,大专,150-500人,7.5,2.0149030205422647,广州,合资,金融/投资/证券,金融/投资/证券
5342,1年经验,硕士,1000-5000人,3.75,1.3217558399823195,其他,上市公司,金融/投资/证券,金融/投资/证券
5343,无工作经验,无学历要求,10000人以上,11.5,2.4423470353692043,北京,上市公司,互联网/电子商务,互联网/电子商务
5344,无工作经验,本科,500-1000人,17.5,2.862200880929469,北京,国企,计算机软件,计算机软件
5345,3-4年经验,本科,500-1000人,11.5,2.4423470353692043,北京,国企,计算机软件,计算机软件
5346,3-4年经验,本科,500-1000人,15.5,2.7408400239252013,北京,国企,计算机软件,计算机软件
5347,无工作经验,高中,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5348,无工作经验,高中,50-150人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5349,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5350,无工作经验,无学历要求,50-150人,8.0,2.079441541679836,其他,民营公司,通信/电信运营、增值服务,其他
5351,无工作经验,本科,50-150人,8.0,2.079441541679836,其他,民营公司,通信/电信运营、增值服务,其他
5352,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
5353,3-4年经验,本科,10000人以上,7.0,1.9459101490553128,其他,合资,互联网/电子商务,互联网/电子商务
5354,2年经验,本科,少于50人,10.416666666666668,2.3434070875143007,成都,创业公司,其他,其他
5355,2年经验,本科,少于50人,10.416666666666668,2.3434070875143007,成都,创业公司,其他,其他
5356,2年经验,本科,少于50人,10.416666666666668,2.3434070875143007,成都,创业公司,其他,其他
5357,2年经验,本科,少于50人,10.416666666666668,2.3434070875143007,成都,创业公司,其他,其他
5358,无工作经验,本科,150-500人,6.0,1.791759469228055,深圳,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
5359,1年经验,无学历要求,150-500人,11.0,2.3978952727983707,深圳,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
5360,无工作经验,大专,150-500人,7.5,2.0149030205422647,广州,合资,金融/投资/证券,金融/投资/证券
5361,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,西安,民营公司,通信/电信运营、增值服务,其他
5362,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,西安,民营公司,通信/电信运营、增值服务,其他
5363,无工作经验,无学历要求,50-150人,6.0,1.791759469228055,其他,民营公司,通信/电信运营、增值服务,其他
5364,无工作经验,本科,50-150人,2.5,0.9162907318741552,成都,民营公司,通信/电信运营、增值服务,其他
5365,无工作经验,无学历要求,50-150人,6.5,1.8718021769015916,成都,民营公司,通信/电信运营、增值服务,其他
5366,无工作经验,本科,50-150人,7.5,2.0149030205422647,其他,民营公司,通信/电信运营、增值服务,其他
5367,3-4年经验,无学历要求,500-1000人,15.0,2.7080502011022096,杭州,外资企业,互联网/电子商务,互联网/电子商务
5368,无工作经验,本科,500-1000人,4.5,1.5040773967762742,武汉,上市公司,计算机软件,计算机软件
5369,3-4年经验,本科,10000人以上,9.0,2.19722457733622,北京,外资企业,互联网/电子商务,互联网/电子商务
5370,无工作经验,无学历要求,500-1000人,17.5,2.862200880929469,北京,民营公司,金融/投资/证券,金融/投资/证券
5371,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券,金融/投资/证券
5372,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券,金融/投资/证券
5373,1年经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5374,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券,金融/投资/证券
5375,2年经验,本科,1000-5000人,20.0,2.9957322735539913,北京,外资企业,互联网/电子商务,互联网/电子商务
5376,3-4年经验,本科,50-150人,17.5,2.862200880929469,广州,民营公司,互联网/电子商务,互联网/电子商务
5377,无工作经验,本科,1000-5000人,20.0,2.9957322735539913,北京,外资企业,互联网/电子商务,互联网/电子商务
5378,1年经验,本科,1000-5000人,17.5,2.862200880929469,北京,外资企业,互联网/电子商务,互联网/电子商务
5379,无工作经验,本科,1000-5000人,12.5,2.525728644308256,广州,国企,其他,其他
5380,2年经验,本科,1000-5000人,20.0,2.9957322735539913,北京,外资企业,互联网/电子商务,互联网/电子商务
5381,2年经验,本科,150-500人,9.0,2.19722457733622,其他,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5382,无工作经验,高中,150-500人,8.5,2.1400661634962708,广州,民营公司,金融/投资/证券,金融/投资/证券
5383,无工作经验,大专,10000人以上,12.5,2.525728644308256,北京,民营公司,互联网/电子商务,互联网/电子商务
5384,无工作经验,本科,10000人以上,12.5,2.525728644308256,北京,民营公司,互联网/电子商务,互联网/电子商务
5385,无工作经验,本科,10000人以上,12.5,2.525728644308256,北京,民营公司,互联网/电子商务,互联网/电子商务
5386,无工作经验,无学历要求,10000人以上,12.5,2.525728644308256,北京,民营公司,互联网/电子商务,互联网/电子商务
5387,无工作经验,大专,50-150人,6.0,1.791759469228055,武汉,民营公司,互联网/电子商务,互联网/电子商务
5388,无工作经验,本科,50-150人,6.0,1.791759469228055,北京,民营公司,计算机软件,计算机软件
5389,无工作经验,本科,50-150人,5.25,1.6582280766035324,其他,民营公司,计算机软件,计算机软件
5390,1年经验,大专,50-150人,9.0,2.19722457733622,北京,民营公司,金融/投资/证券,金融/投资/证券
5391,3-4年经验,大专,5000-10000人,15.0,2.7080502011022096,其他,民营公司,互联网/电子商务,互联网/电子商务
5392,无工作经验,本科,少于50人,4.5,1.5040773967762742,其他,民营公司,其他,其他
5393,无工作经验,本科,少于50人,4.5,1.5040773967762742,其他,民营公司,其他,其他
5394,无工作经验,本科,少于50人,3.9,1.3609765531356006,其他,民营公司,其他,其他
5395,1年经验,本科,500-1000人,12.5,2.525728644308256,北京,国企,计算机软件,计算机软件
5396,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
5397,2年经验,本科,1000-5000人,15.0,2.7080502011022096,上海,民营公司,互联网/电子商务,互联网/电子商务
5398,无工作经验,无学历要求,1000-5000人,27.5,3.3141860046725258,上海,民营公司,互联网/电子商务,互联网/电子商务
5399,无工作经验,本科,50-150人,12.5,2.525728644308256,上海,民营公司,互联网/电子商务,互联网/电子商务
5400,2年经验,大专,1000-5000人,9.0,2.19722457733622,广州,民营公司,其他,其他
5401,无工作经验,本科,10000人以上,17.5,2.862200880929469,北京,外资企业,其他,其他
5402,3-4年经验,本科,50-150人,6.5,1.8718021769015916,其他,民营公司,计算机软件,计算机软件
5403,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
5404,无工作经验,本科,10000人以上,11.5,2.4423470353692043,深圳,上市公司,其他,其他
5405,3-4年经验,大专,1000-5000人,17.5,2.862200880929469,杭州,上市公司,互联网/电子商务,互联网/电子商务
5406,3-4年经验,无学历要求,150-500人,12.5,2.525728644308256,上海,创业公司,互联网/电子商务,互联网/电子商务
5407,1年经验,大专,150-500人,17.5,2.862200880929469,广州,合资,金融/投资/证券,金融/投资/证券
5408,3-4年经验,无学历要求,500-1000人,14.0,2.6390573296152584,上海,民营公司,计算机软件,计算机软件
5409,3-4年经验,硕士,500-1000人,16.0,2.772588722239781,上海,民营公司,计算机软件,计算机软件
5410,2年经验,大专,1000-5000人,6.0,1.791759469228055,成都,民营公司,互联网/电子商务,互联网/电子商务
5411,1年经验,大专,150-500人,5.0,1.6094379124341005,广州,民营公司,计算机软件,计算机软件
5412,2年经验,无学历要求,1000-5000人,20.0,2.9957322735539913,上海,民营公司,互联网/电子商务,互联网/电子商务
5413,3-4年经验,无学历要求,1000-5000人,22.5,3.1135153092103742,上海,民营公司,互联网/电子商务,互联网/电子商务
5414,2年经验,本科,50-150人,17.5,2.862200880929469,北京,创业公司,计算机软件,计算机软件
5415,2年经验,本科,5000-10000人,12.5,2.525728644308256,广州,民营公司,其他,其他
5416,2年经验,本科,少于50人,11.5,2.4423470353692043,广州,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5417,无工作经验,大专,50-150人,5.0,1.6094379124341005,其他,民营公司,金融/投资/证券,金融/投资/证券
5418,无工作经验,大专,50-150人,5.0,1.6094379124341005,其他,民营公司,金融/投资/证券,金融/投资/证券
5419,无工作经验,大专,50-150人,5.0,1.6094379124341005,其他,民营公司,金融/投资/证券,金融/投资/证券
5420,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5421,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5422,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5423,无工作经验,大专,50-150人,5.0,1.6094379124341005,其他,民营公司,金融/投资/证券,金融/投资/证券
5424,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5425,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5426,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5427,无工作经验,大专,50-150人,5.0,1.6094379124341005,其他,民营公司,金融/投资/证券,金融/投资/证券
5428,无工作经验,大专,50-150人,7.0,1.9459101490553128,其他,民营公司,金融/投资/证券,金融/投资/证券
5429,3-4年经验,本科,1000-5000人,17.5,2.862200880929469,北京,国企,计算机软件,计算机软件
5430,5年以上工作经验,本科,1000-5000人,15.0,2.7080502011022096,北京,国企,计算机软件,计算机软件
5431,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,上海,民营公司,互联网/电子商务,互联网/电子商务
5432,无工作经验,无学历要求,1000-5000人,12.5,2.525728644308256,其他,民营公司,其他,其他
5433,无工作经验,无学历要求,50-150人,12.5,2.525728644308256,上海,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
5434,无工作经验,无学历要求,50-150人,15.0,2.7080502011022096,上海,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
