,exp,edu,type,scale,industry,avgsalary,lnsalary,city
3862,无工作经验,本科,民营公司,150-500人,"计算机软件,银行",17.5,2.862200880929469,成都
3863,无工作经验,中专,民营公司,1000-5000人,"外包服务,公关/市场推广/会展",5.25,1.6582280766035324,成都
3864,无工作经验,无学历要求,民营公司,5000-10000人,"金融/投资/证券,外包服务",5.5,1.7047480922384253,合肥
3865,3-4年经验,本科,民营公司,50-150人,"金融/投资/证券,汽车及零配件",9.0,2.19722457733622,其他
3866,无工作经验,本科,民营公司,5000-10000人,"快速消费品(食品、饮料、化妆品),机械/设备/重工",5.25,1.6582280766035324,杭州
3867,3-4年经验,本科,外资企业,1000-5000人,"快速消费品(食品、饮料、化妆品),奢侈品/收藏品/工艺品/珠宝",17.5,2.862200880929469,上海
3868,无工作经验,无学历要求,国企,1000-5000人,"影视/媒体/艺术/文化传播,批发/零售",12.5,2.525728644308256,北京
3869,无工作经验,无学历要求,创业公司,50-150人,"计算机软件,快速消费品(食品、饮料、化妆品)",5.25,1.6582280766035324,合肥
3871,5年以上经验,本科,民营公司,50-150人,计算机软件,25.0,3.218875824868201,深圳
3872,无工作经验,本科,民营公司,500-1000人,"银行,金融/投资/证券",11.5,2.4423470353692043,深圳
3873,2年经验,大专,民营公司,50-150人,服装/纺织/皮革,3.75,1.3217558399823195,成都
3874,无工作经验,无学历要求,民营公司,150-500人,互联网/电子商务,6.0,1.791759469228055,南京
3875,无工作经验,大专,外资企业,10000人以上,电子技术/半导体/集成电路,5.25,1.6582280766035324,上海
3876,无工作经验,无学历要求,上市公司,1000-5000人,家具/家电/玩具/礼品,9.0,2.19722457733622,上海
3877,无工作经验,无学历要求,民营公司,10000人以上,"互联网/电子商务,计算机软件",20.5,3.0204248861443626,北京
3878,1年经验,大专,外资企业,少于50人,医疗设备/器械,11.5,2.4423470353692043,上海
3879,5年以上经验,本科,民营公司,少于50人,"外包服务,汽车及零配件",17.5,2.862200880929469,上海
3880,无工作经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",3.75,1.3217558399823195,上海
3881,3-4年经验,本科,上市公司,500-1000人,"快速消费品(食品、饮料、化妆品),农/林/牧/渔",7.0,1.9459101490553128,其他
3882,2年经验,大专,民营公司,5000-10000人,"航天/航空,交通/运输/物流",14.583333333333334,2.6798793241355137,上海
3883,1年经验,本科,民营公司,150-500人,汽车及零配件,6.25,1.8325814637483104,其他
3884,无工作经验,中专,民营公司,500-1000人,"银行,外包服务",4.9,1.589235205116581,合肥
3885,无工作经验,本科,合资,1000-5000人,汽车及零配件,7.0,1.9459101490553128,其他
3886,2年经验,大专,民营公司,500-1000人,"汽车及零配件,互联网/电子商务",4.5,1.5040773967762742,其他
3887,5年以上经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",22.5,3.1135153092103742,北京
3888,5年以上经验,本科,国企,1000-5000人,保险,41.66666666666666,3.729701448634192,上海
3889,3-4年经验,本科,外资企业,10000人以上,交通/运输/物流,6.5,1.8718021769015916,其他
3890,3-4年经验,大专,外资企业,500-1000人,服装/纺织/皮革,4.0,1.3862943611198906,其他
3891,无工作经验,无学历要求,民营公司,150-500人,"文字媒体/出版,影视/媒体/艺术/文化传播",3.0,1.0986122886681098,成都
3892,无工作经验,本科,民营公司,150-500人,金融/投资/证券,20.0,2.995732273553991,上海
3893,无工作经验,无学历要求,民营公司,少于50人,互联网/电子商务,4.0,1.3862943611198906,其他
3894,无工作经验,无学历要求,民营公司,50-150人,计算机软件,4.75,1.55814461804655,其他
3896,1年经验,本科,上市公司,150-500人,"农/林/牧/渔,电气/电力/水利",12.5,2.525728644308256,西安
3897,2年经验,无学历要求,民营公司,50-150人,"环保,电气/电力/水利",12.5,2.525728644308256,深圳
3898,3-4年经验,大专,民营公司,50-150人,计算机软件,29.166666666666664,3.373026504695459,杭州
3899,1年经验,本科,民营公司,50-150人,"通信/电信/网络设备,计算机软件",12.5,2.525728644308256,深圳
3900,无工作经验,本科,民营公司,5000-10000人,"专业服务(咨询、人力资源、财会),金融/投资/证券",8.0,2.079441541679836,北京
3901,2年经验,无学历要求,民营公司,500-1000人,奢侈品/收藏品/工艺品/珠宝,5.25,1.6582280766035324,深圳
3902,1年经验,本科,国企,150-500人,金融/投资/证券,18.75,2.93119375241642,上海
3903,2年经验,本科,民营公司,1000-5000人,汽车及零配件,8.0,2.079441541679836,杭州
3904,3-4年经验,本科,创业公司,少于50人,专业服务(咨询、人力资源、财会),17.5,2.862200880929469,上海
3905,无工作经验,无学历要求,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128,广州
3906,1年经验,大专,外资企业,150-500人,金融/投资/证券,9.0,2.19722457733622,广州
3907,1年经验,大专,上市公司,500-1000人,"医疗/护理/卫生,医疗设备/器械",6.0,1.791759469228055,西安
3908,无工作经验,本科,外资企业,50-150人,美容/保健,9.5,2.2512917986064958,广州
3909,无工作经验,无学历要求,民营公司,50-150人,金融/投资/证券,9.0,2.19722457733622,广州
3910,3-4年经验,大专,民营公司,150-500人,"租赁服务,生活服务",5.0,1.6094379124341005,成都
3911,3-4年经验,硕士,民营公司,少于50人,"计算机软件,贸易/进出口",15.0,2.70805020110221,深圳
3912,1年经验,大专,民营公司,50-150人,物业管理/商业中心,3.9,1.3609765531356006,其他
3913,1年经验,大专,民营公司,150-500人,服装/纺织/皮革,5.0,1.6094379124341005,广州
3914,1年经验,本科,民营公司,500-1000人,教育/培训/院校,5.0,1.6094379124341005,广州
3915,3-4年经验,本科,外资企业,500-1000人,家具/家电/玩具/礼品,7.5,2.0149030205422647,其他
3916,无工作经验,无学历要求,外资企业,1000-5000人,交通/运输/物流,7.0,1.9459101490553128,上海
3917,3-4年经验,大专,民营公司,50-150人,"互联网/电子商务,计算机软件",24.0,3.1780538303479458,深圳
3918,无工作经验,无学历要求,民营公司,少于50人,"中介服务,影视/媒体/艺术/文化传播",7.0,1.9459101490553128,广州
3919,无工作经验,本科,合资,50-150人,"制药/生物工程,学术/科研",4.5,1.5040773967762742,其他
3920,1年经验,本科,民营公司,50-150人,房地产,12.5,2.525728644308256,上海
3921,无工作经验,无学历要求,外资企业,500-1000人,多元化业务集团公司,9.0,2.19722457733622,上海
3922,无工作经验,大专,国企,1000-5000人,通信/电信运营、增值服务,5.25,1.6582280766035324,成都
3924,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",10.0,2.302585092994046,广州
3925,无工作经验,无学历要求,民营公司,150-500人,服装/纺织/皮革,5.25,1.6582280766035324,深圳
3926,无工作经验,本科,民营公司,少于50人,计算机软件,12.5,2.525728644308256,其他
3927,无工作经验,大专,民营公司,50-150人,金融/投资/证券,4.5,1.5040773967762742,上海
3928,1年经验,大专,民营公司,1000-5000人,"服装/纺织/皮革,批发/零售",6.5,1.8718021769015916,上海
3929,无工作经验,本科,民营公司,150-500人,"仪器仪表/工业自动化,电子技术/半导体/集成电路",6.0,1.791759469228055,其他
3930,无工作经验,无学历要求,外资企业,500-1000人,"汽车及零配件,医疗设备/器械",7.0,1.9459101490553128,其他
3931,1年经验,本科,国企,10000人以上,银行,7.0,1.9459101490553128,广州
3932,1年经验,硕士,民营公司,50-150人,"学术/科研,医疗/护理/卫生",22.5,3.1135153092103742,上海
3933,无工作经验,无学历要求,外资企业,1000-5000人,"多元化业务集团公司,医疗设备/器械",11.5,2.4423470353692043,上海
3934,3-4年经验,大专,外资企业,少于50人,"贸易/进出口,机械/设备/重工",7.0,1.9459101490553128,上海
3935,1年经验,本科,外资企业,500-1000人,服装/纺织/皮革,5.0,1.6094379124341005,其他
3936,无工作经验,本科,国企,1000-5000人,银行,12.5,2.525728644308256,上海
3937,2年经验,大专,创业公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",10.5,2.3513752571634776,南京
3938,无工作经验,大专,外资企业,1000-5000人,互联网/电子商务,7.0,1.9459101490553128,武汉
3939,2年经验,本科,合资,50-150人,金融/投资/证券,4.25,1.4469189829363254,其他
3940,5年以上经验,本科,外资企业,1000-5000人,"计算机服务(系统、数据服务、维修),计算机软件",8.0,2.079441541679836,其他
3941,无工作经验,大专,民营公司,150-500人,互联网/电子商务,4.5,1.5040773967762742,其他
3943,3-4年经验,本科,民营公司,1000-5000人,"金融/投资/证券,租赁服务",14.0,2.6390573296152584,上海
3944,无工作经验,大专,民营公司,50-150人,金融/投资/证券,12.5,2.525728644308256,其他
3945,3-4年经验,大专,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256,其他
3946,无工作经验,无学历要求,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.19722457733622,广州
3947,无工作经验,无学历要求,外资企业,1000-5000人,"计算机服务(系统、数据服务、维修),互联网/电子商务",33.33333333333333,3.5065578973199814,上海
3948,无工作经验,硕士,上市公司,10000人以上,"快速消费品(食品、饮料、化妆品),贸易/进出口",5.0,1.6094379124341005,其他
3949,2年经验,大专,民营公司,1000-5000人,"奢侈品/收藏品/工艺品/珠宝,批发/零售",7.0,1.9459101490553128,深圳
3950,无工作经验,本科,民营公司,50-150人,教育/培训/院校,3.75,1.3217558399823195,其他
3951,3-4年经验,本科,合资,150-500人,互联网/电子商务,10.0,2.302585092994046,上海
3952,3-4年经验,本科,合资,1000-5000人,"建筑/建材/工程,多元化业务集团公司",9.0,2.19722457733622,北京
3953,5年以上经验,本科,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",27.083333333333336,3.2989185325417374,上海
3954,无工作经验,无学历要求,民营公司,50-150人,广告,7.0,1.9459101490553128,广州
3955,无工作经验,本科,上市公司,5000-10000人,制药/生物工程,5.25,1.6582280766035324,其他
3956,1年经验,大专,民营公司,少于50人,"制药/生物工程,互联网/电子商务",6.5,1.8718021769015916,其他
3957,无工作经验,大专,民营公司,50-150人,金融/投资/证券,12.5,2.525728644308256,广州
3958,无工作经验,本科,合资,1000-5000人,保险,5.0,1.6094379124341005,杭州
3959,3-4年经验,本科,民营公司,10000人以上,教育/培训/院校,12.5,2.525728644308256,北京
3960,5年以上经验,大专,民营公司,50-150人,计算机软件,12.5,2.525728644308256,上海
3961,无工作经验,无学历要求,民营公司,10000人以上,酒店/旅游,5.5,1.7047480922384253,其他
3962,3-4年经验,本科,国企,1000-5000人,汽车及零配件,18.33333333333333,2.908720896564361,广州
3963,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,6.0,1.791759469228055,西安
3964,5年以上经验,本科,国企,50-150人,金融/投资/证券,12.5,2.525728644308256,其他
3965,无工作经验,无学历要求,国企,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",18.0,2.8903717578961645,北京
3966,无工作经验,本科,外资企业,少于50人,"石油/化工/矿产/地质,学术/科研",7.5,2.0149030205422647,上海
3967,1年经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256,广州
3968,1年经验,无学历要求,民营公司,50-150人,"互联网/电子商务,金融/投资/证券",17.5,2.862200880929469,上海
3969,无工作经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256,广州
3970,1年经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256,广州
3971,无工作经验,中专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",5.25,1.6582280766035324,广州
3972,5年以上经验,本科,上市公司,1000-5000人,"互联网/电子商务,公关/市场推广/会展",17.5,2.862200880929469,北京
3973,无工作经验,本科,民营公司,少于50人,"专业服务(咨询、人力资源、财会),教育/培训/院校",9.0,2.19722457733622,上海
3974,2年经验,本科,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),5.75,1.749199854809259,其他
3975,3-4年经验,本科,民营公司,500-1000人,网络游戏,17.5,2.862200880929469,上海
3976,无工作经验,无学历要求,民营公司,50-150人,服装/纺织/皮革,5.25,1.6582280766035324,其他
3977,无工作经验,无学历要求,民营公司,500-1000人,服装/纺织/皮革,5.9,1.7749523509116738,成都
3978,无工作经验,硕士,国企,1000-5000人,"建筑/建材/工程,交通/运输/物流",12.5,2.525728644308256,北京
3979,无工作经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256,广州
3980,无工作经验,本科,民营公司,5000-10000人,"原材料和加工,贸易/进出口",7.5,2.0149030205422647,其他
3981,无工作经验,大专,民营公司,150-500人,计算机软件,12.5,2.525728644308256,广州
3982,1年经验,大专,民营公司,50-150人,专业服务(咨询、人力资源、财会),3.75,1.3217558399823195,其他
3983,3-4年经验,无学历要求,民营公司,50-150人,"互联网/电子商务,办公用品及设备",9.0,2.19722457733622,上海
3984,5年以上经验,本科,民营公司,50-150人,计算机软件,12.5,2.525728644308256,深圳
3985,2年经验,大专,国企,5000-10000人,计算机软件,7.0,1.9459101490553128,深圳
3986,1年经验,本科,合资,150-500人,汽车及零配件,11.5,2.4423470353692043,北京
3987,无工作经验,本科,上市公司,10000人以上,银行,7.5,2.0149030205422647,北京
3988,1年经验,大专,上市公司,10000人以上,"快速消费品(食品、饮料、化妆品),批发/零售",3.75,1.3217558399823195,其他
3989,1年经验,中专,民营公司,50-150人,"专业服务(咨询、人力资源、财会),中介服务",5.0,1.6094379124341005,成都
3990,5年以上经验,本科,民营公司,150-500人,互联网/电子商务,26.5,3.277144732992177,广州
3991,无工作经验,无学历要求,外资企业,50-150人,酒店/旅游,3.75,1.3217558399823195,其他
3992,1年经验,大专,民营公司,150-500人,金融/投资/证券,3.5,1.252762968495368,合肥
3993,无工作经验,大专,民营公司,少于50人,"医疗设备/器械,计算机软件",3.75,1.3217558399823195,其他
3994,1年经验,高中,民营公司,50-150人,"服装/纺织/皮革,金融/投资/证券",5.0,1.6094379124341005,杭州
3995,无工作经验,本科,民营公司,5000-10000人,多元化业务集团公司,6.0,1.791759469228055,杭州
3996,无工作经验,无学历要求,民营公司,5000-10000人,医疗设备/器械,5.25,1.6582280766035324,其他
3997,1年经验,本科,民营公司,500-1000人,"互联网/电子商务,金融/投资/证券",22.5,3.1135153092103742,上海
3998,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,5.25,1.6582280766035324,广州
3999,5年以上经验,本科,民营公司,少于50人,专业服务(咨询、人力资源、财会),30.0,3.4011973816621555,深圳
4000,无工作经验,无学历要求,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",12.5,2.525728644308256,广州
4001,无工作经验,无学历要求,民营公司,少于50人,"计算机服务(系统、数据服务、维修),互联网/电子商务",9.0,2.19722457733622,上海
4002,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,7.0,1.9459101490553128,西安
4003,1年经验,本科,民营公司,150-500人,"仪器仪表/工业自动化,环保",5.25,1.6582280766035324,深圳
4004,2年经验,大专,民营公司,50-150人,"互联网/电子商务,服装/纺织/皮革",5.5,1.7047480922384253,杭州
4005,5年以上经验,本科,民营公司,50-150人,专业服务(咨询、人力资源、财会),22.5,3.1135153092103742,其他
4006,3-4年经验,大专,民营公司,150-500人,"服装/纺织/皮革,贸易/进出口",7.0,1.9459101490553128,其他
4007,无工作经验,本科,上市公司,1000-5000人,银行,13.75,2.6210388241125804,成都
4009,无工作经验,大专,外资企业,150-500人,交通/运输/物流,5.0,1.6094379124341005,武汉
4010,1年经验,本科,民营公司,10000人以上,"多元化业务集团公司,服装/纺织/皮革",5.0,1.6094379124341005,其他
4011,1年经验,大专,民营公司,50-150人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",3.75,1.3217558399823195,广州
4012,2年经验,大专,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",5.25,1.6582280766035324,合肥
4013,1年经验,高中,民营公司,150-500人,"服装/纺织/皮革,互联网/电子商务",6.25,1.8325814637483104,杭州
4014,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,21.5,3.068052935133617,杭州
4015,5年以上经验,本科,民营公司,10000人以上,计算机软件,15.0,2.70805020110221,成都
4016,2年经验,本科,合资,150-500人,计算机软件,10.5,2.3513752571634776,上海
4017,2年经验,大专,外资企业,500-1000人,"金融/投资/证券,互联网/电子商务",9.0,2.19722457733622,广州
4018,无工作经验,大专,外资企业,500-1000人,"多元化业务集团公司,互联网/电子商务",7.0,1.9459101490553128,西安
4019,2年经验,本科,合资,500-1000人,"互联网/电子商务,金融/投资/证券",29.166666666666668,3.373026504695459,北京
4020,2年经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",9.0,2.19722457733622,广州
4021,无工作经验,本科,民营公司,50-150人,专业服务(咨询、人力资源、财会),12.5,2.525728644308256,上海
4022,无工作经验,无学历要求,民营公司,150-500人,医疗/护理/卫生,7.0,1.9459101490553128,上海
4023,1年经验,大专,民营公司,150-500人,"建筑/建材/工程,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128,上海
4024,无工作经验,无学历要求,国企,5000-10000人,机械/设备/重工,22.916666666666668,3.131864447878571,上海
4025,1年经验,本科,国企,5000-10000人,金融/投资/证券,5.25,1.6582280766035324,上海
4026,1年经验,本科,合资,500-1000人,银行,9.0,2.19722457733622,广州
4027,无工作经验,本科,外资企业,150-500人,"奢侈品/收藏品/工艺品/珠宝,贸易/进出口",7.0,1.9459101490553128,上海
4028,无工作经验,大专,民营公司,少于50人,互联网/电子商务,7.0,1.9459101490553128,上海
4029,1年经验,大专,民营公司,50-150人,"互联网/电子商务,贸易/进出口",7.5,2.0149030205422647,上海
4030,1年经验,大专,民营公司,150-500人,"服装/纺织/皮革,互联网/电子商务",5.0,1.6094379124341005,杭州
4031,3-4年经验,本科,国企,50-150人,"计算机软件,计算机硬件",8.0,2.079441541679836,其他
4032,无工作经验,无学历要求,民营公司,150-500人,"服装/纺织/皮革,贸易/进出口",4.5,1.5040773967762742,广州
4033,1年经验,大专,民营公司,150-500人,电子技术/半导体/集成电路,3.75,1.3217558399823195,其他
4034,无工作经验,硕士,民营公司,少于50人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",8.0,2.079441541679836,其他
4036,无工作经验,本科,上市公司,1000-5000人,"批发/零售,生活服务",8.0,2.079441541679836,广州
4037,无工作经验,无学历要求,民营公司,10000人以上,批发/零售,21.0,3.044522437723423,深圳
4038,无工作经验,无学历要求,合资,50-150人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553128,广州
4039,2年经验,本科,民营公司,500-1000人,互联网/电子商务,7.0,1.9459101490553128,其他
4040,无工作经验,无学历要求,民营公司,5000-10000人,"家具/家电/玩具/礼品,批发/零售",5.0,1.6094379124341005,其他
4041,无工作经验,无学历要求,外资企业,50-150人,政府/公共事业,12.5,2.525728644308256,北京
4042,1年经验,本科,合资,50-150人,"计算机服务(系统、数据服务、维修),通信/电信运营、增值服务",15.0,2.70805020110221,北京
4043,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,家具/家电/玩具/礼品",7.0,1.9459101490553128,上海
4044,3-4年经验,大专,民营公司,少于50人,"服装/纺织/皮革,批发/零售",9.0,2.19722457733622,广州
4045,无工作经验,无学历要求,民营公司,500-1000人,互联网/电子商务,35.0,3.555348061489413,北京
4046,2年经验,大专,民营公司,1000-5000人,汽车及零配件,7.0,1.9459101490553128,南京
4047,2年经验,大专,国企,1000-5000人,制药/生物工程,4.0,1.3862943611198906,其他
4048,3-4年经验,硕士,上市公司,1000-5000人,"医疗设备/器械,制药/生物工程",15.0,2.70805020110221,北京
4049,3-4年经验,本科,合资,1000-5000人,"计算机软件,互联网/电子商务",15.0,2.70805020110221,上海
4050,1年经验,大专,合资,150-500人,"制药/生物工程,医疗/护理/卫生",14.0,2.6390573296152584,其他
4051,无工作经验,无学历要求,国企,500-1000人,计算机服务(系统、数据服务、维修),13.0,2.5649493574615367,武汉
4052,无工作经验,无学历要求,合资,1000-5000人,交通/运输/物流,20.0,2.995732273553991,武汉
4053,1年经验,大专,民营公司,1000-5000人,制药/生物工程,3.75,1.3217558399823195,其他
4054,无工作经验,硕士,上市公司,10000人以上,制药/生物工程,7.0,1.9459101490553128,其他
4055,无工作经验,大专,民营公司,50-150人,"专业服务(咨询、人力资源、财会),计算机软件",5.25,1.6582280766035324,其他
4056,无工作经验,本科,外资企业,500-1000人,"机械/设备/重工,仪器仪表/工业自动化",9.583333333333334,2.26002547857525,杭州
4057,无工作经验,无学历要求,创业公司,150-500人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",6.0,1.791759469228055,杭州
4058,1年经验,大专,外资企业,少于50人,计算机软件,9.0,2.19722457733622,北京
4059,2年经验,本科,民营公司,50-150人,"计算机软件,通信/电信/网络设备",11.5,2.4423470353692043,广州
4061,2年经验,大专,民营公司,1000-5000人,服装/纺织/皮革,5.5,1.7047480922384253,深圳
4062,2年经验,本科,民营公司,1000-5000人,"网络游戏,互联网/电子商务",20.0,2.995732273553991,广州
4063,2年经验,大专,民营公司,150-500人,"服装/纺织/皮革,批发/零售",7.0,1.9459101490553128,北京
4064,3-4年经验,大专,民营公司,少于50人,"计算机软件,互联网/电子商务",17.5,2.862200880929469,上海
4065,2年经验,本科,国企,10000人以上,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324,北京
4066,3-4年经验,本科,民营公司,50-150人,计算机软件,12.5,2.525728644308256,北京
4067,无工作经验,无学历要求,上市公司,150-500人,"计算机软件,网络游戏",7.0,1.9459101490553128,其他
4068,无工作经验,中专,民营公司,150-500人,专业服务(咨询、人力资源、财会),5.25,1.6582280766035324,广州
4069,2年经验,本科,民营公司,50-150人,教育/培训/院校,15.0,2.70805020110221,上海
4070,无工作经验,大专,民营公司,50-150人,"计算机软件,计算机硬件",4.5,1.5040773967762742,广州
4071,无工作经验,大专,民营公司,50-150人,金融/投资/证券,9.0,2.19722457733622,广州
4072,5年以上经验,本科,民营公司,150-500人,"互联网/电子商务,医疗/护理/卫生",20.0,2.995732273553991,杭州
4073,无工作经验,大专,民营公司,50-150人,"服装/纺织/皮革,贸易/进出口",3.0,1.0986122886681098,其他
4074,无工作经验,无学历要求,民营公司,150-500人,"制药/生物工程,学术/科研",12.5,2.525728644308256,上海
4075,无工作经验,无学历要求,上市公司,5000-10000人,"服装/纺织/皮革,家具/家电/玩具/礼品",5.5,1.7047480922384253,深圳
4076,1年经验,大专,民营公司,150-500人,"互联网/电子商务,批发/零售",6.5,1.8718021769015916,上海
4077,1年经验,本科,民营公司,1000-5000人,汽车及零配件,9.0,2.19722457733622,北京
4078,2年经验,大专,民营公司,150-500人,医疗/护理/卫生,5.25,1.6582280766035324,其他
4079,2年经验,本科,外资企业,10000人以上,房地产,15.833333333333332,2.762117422372486,上海
4080,5年以上经验,本科,上市公司,10000人以上,"房地产,计算机软件",41.66666666666667,3.729701448634192,上海
4081,2年经验,本科,民营公司,150-500人,互联网/电子商务,12.5,2.525728644308256,北京
4082,1年经验,大专,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553128,广州
4083,1年经验,本科,合资,50-150人,"计算机软件,互联网/电子商务",3.75,1.3217558399823195,杭州
4084,1年经验,本科,民营公司,500-1000人,"金融/投资/证券,中介服务",3.75,1.3217558399823195,武汉
4085,2年经验,大专,民营公司,150-500人,"法律,专业服务(咨询、人力资源、财会)",8.0,2.079441541679836,广州
4086,2年经验,本科,外资企业,10000人以上,"专业服务(咨询、人力资源、财会),中介服务",11.5,2.4423470353692043,北京
4087,无工作经验,大专,民营公司,1000-5000人,服装/纺织/皮革,22.5,3.1135153092103742,其他
4088,无工作经验,本科,国企,10000人以上,保险,9.583333333333334,2.26002547857525,其他
4089,无工作经验,大专,合资,150-500人,金融/投资/证券,9.0,2.19722457733622,广州
4090,无工作经验,中专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",6.25,1.8325814637483104,广州
4091,5年以上经验,本科,民营公司,1000-5000人,"计算机服务(系统、数据服务、维修),互联网/电子商务",30.0,3.4011973816621555,杭州
4092,1年经验,本科,民营公司,少于50人,电子技术/半导体/集成电路,4.75,1.55814461804655,合肥
4093,1年经验,本科,合资,1000-5000人,"新能源,汽车及零配件",9.0,2.19722457733622,杭州
4094,3-4年经验,大专,民营公司,50-150人,计算机软件,14.583333333333334,2.6798793241355137,其他
4095,无工作经验,高中,民营公司,少于50人,专业服务(咨询、人力资源、财会),5.5,1.7047480922384253,合肥
4096,无工作经验,大专,民营公司,50-150人,金融/投资/证券,9.0,2.19722457733622,广州
4097,无工作经验,无学历要求,民营公司,150-500人,"快速消费品(食品、饮料、化妆品),制药/生物工程",9.0,2.19722457733622,其他
4098,2年经验,硕士,民营公司,50-150人,专业服务(咨询、人力资源、财会),37.5,3.624340932976365,其他
4099,无工作经验,中专,上市公司,少于50人,银行,7.5,2.0149030205422647,其他
4100,无工作经验,本科,民营公司,50-150人,教育/培训/院校,7.0,1.9459101490553128,其他
4101,无工作经验,本科,民营公司,150-500人,"快速消费品(食品、饮料、化妆品),贸易/进出口",5.25,1.6582280766035324,其他
4102,无工作经验,本科,民营公司,500-1000人,"批发/零售,快速消费品(食品、饮料、化妆品)",5.75,1.749199854809259,杭州
4103,1年经验,大专,民营公司,50-150人,"贸易/进出口,互联网/电子商务",7.0,1.9459101490553128,广州
4104,1年经验,大专,民营公司,5000-10000人,"贸易/进出口,建筑/建材/工程",5.25,1.6582280766035324,其他
4105,2年经验,本科,民营公司,少于50人,"仪器仪表/工业自动化,计算机服务(系统、数据服务、维修)",6.0,1.791759469228055,其他
4106,无工作经验,本科,民营公司,10000人以上,"金融/投资/证券,信托/担保/拍卖/典当",5.0,1.6094379124341005,成都
4107,3-4年经验,本科,国企,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",20.833333333333336,3.036554268074246,北京
4108,2年经验,本科,民营公司,50-150人,计算机软件,7.0,1.9459101490553128,西安
4109,2年经验,本科,民营公司,少于50人,计算机服务(系统、数据服务、维修),11.5,2.4423470353692043,北京
4110,5年以上经验,大专,民营公司,500-1000人,"计算机软件,计算机硬件",20.0,2.995732273553991,深圳
4111,无工作经验,本科,民营公司,少于50人,"仪器仪表/工业自动化,医疗设备/器械",4.5,1.5040773967762742,其他
4112,无工作经验,无学历要求,民营公司,150-500人,制药/生物工程,7.0,1.9459101490553128,成都
4113,无工作经验,高中,民营公司,5000-10000人,金融/投资/证券,12.5,2.525728644308256,广州
4114,无工作经验,高中,民营公司,1000-5000人,金融/投资/证券,12.5,2.525728644308256,广州
4115,1年经验,大专,民营公司,150-500人,"互联网/电子商务,影视/媒体/艺术/文化传播",5.0,1.6094379124341005,深圳
4117,1年经验,本科,合资,10000人以上,机械/设备/重工,12.5,2.525728644308256,其他
4118,无工作经验,无学历要求,国企,1000-5000人,"多元化业务集团公司,交通/运输/物流",3.75,1.3217558399823195,北京
4119,1年经验,本科,上市公司,1000-5000人,"仪器仪表/工业自动化,计算机软件",12.5,2.525728644308256,杭州
4120,1年经验,本科,民营公司,500-1000人,"互联网/电子商务,租赁服务",5.25,1.6582280766035324,上海
4121,3-4年经验,硕士,民营公司,50-150人,"计算机软件,航天/航空",35.0,3.555348061489413,深圳
4122,5年以上经验,本科,民营公司,50-150人,计算机软件,12.5,2.525728644308256,北京
4123,3-4年经验,无学历要求,民营公司,50-150人,"计算机软件,电气/电力/水利",9.0,2.19722457733622,其他
4124,无工作经验,本科,国企,150-500人,互联网/电子商务,12.5,2.525728644308256,北京
4125,无工作经验,本科,国企,150-500人,互联网/电子商务,12.5,2.525728644308256,北京
4126,1年经验,大专,上市公司,10000人以上,互联网/电子商务,6.0,1.791759469228055,广州
4127,3-4年经验,本科,合资,10000人以上,"通信/电信运营、增值服务,互联网/电子商务",22.5,3.1135153092103742,深圳
