,location,exp,edu,type,scale,industry,avgsalary,lnsalary
3776,周口,1年经验,大专,国企,150-500人,"环保,计算机软件",4.25,1.4469189829363254
3777,合肥-经开区,1年经验,大专,民营公司,150-500人,制药/生物工程,3.75,1.3217558399823195
3778,深圳-南山区,2年经验,本科,民营公司,150-500人,网络游戏,15.0,2.70805020110221
3779,温州,2年经验,大专,民营公司,5000-10000人,服装/纺织/皮革,5.5,1.7047480922384253
3780,宁波,无工作经验,无学历要求,合资,1000-5000人,"服装/纺织/皮革,互联网/电子商务",7.0,1.9459101490553128
3781,上海-长宁区,1年经验,本科,民营公司,150-500人,互联网/电子商务,7.0,1.9459101490553128
3782,石家庄,无工作经验,无学历要求,民营公司,150-500人,制药/生物工程,3.75,1.3217558399823195
3783,东莞-塘厦镇,2年经验,大专,民营公司,50-150人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647
3784,北京,3-4年经验,大专,民营公司,50-150人,"公关/市场推广/会展,广告",9.0,2.19722457733622
3785,沈阳-沈河区,1年经验,本科,国企,150-500人,金融/投资/证券,3.5,1.252762968495368
3786,深圳-龙岗区,1年经验,大专,民营公司,50-150人,"计算机软件,贸易/进出口",7.0,1.9459101490553128
3787,杭州,1年经验,本科,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",10.0,2.302585092994046
3788,深圳-龙华新区,无工作经验,大专,民营公司,少于50人,"贸易/进出口,互联网/电子商务",5.0,1.6094379124341005
3789,无锡-锡山区,无工作经验,无学历要求,上市公司,10000人以上,服装/纺织/皮革,5.25,1.6582280766035324
3790,杭州-萧山区,无工作经验,大专,民营公司,1000-5000人,互联网/电子商务,5.25,1.6582280766035324
3791,无锡-滨湖区,无工作经验,本科,民营公司,50-150人,互联网/电子商务,2.5,0.9162907318741552
3792,北京-大兴区,无工作经验,本科,国企,500-1000人,"计算机软件,金融/投资/证券",12.5,2.525728644308256
3793,常州,无工作经验,中技,民营公司,150-500人,"互联网/电子商务,家居/室内设计/装潢",3.75,1.3217558399823195
3794,上海-浦东新区,无工作经验,无学历要求,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553128
3795,苏州-工业园区,3-4年经验,大专,上市公司,少于50人,互联网/电子商务,5.0,1.6094379124341005
3796,广州,5-7年经验,本科,民营公司,1000-5000人,制药/生物工程,20.5,3.0204248861443626
3797,成都-高新区,无工作经验,大专,民营公司,50-150人,"计算机软件,互联网/电子商务",2.5,0.9162907318741552
3798,北京-丰台区,3-4年经验,本科,民营公司,50-150人,"计算机软件,互联网/电子商务",14.5,2.6741486494265287
3799,南京,无工作经验,无学历要求,国企,500-1000人,"互联网/电子商务,交通/运输/物流",5.25,1.6582280766035324
3800,广州-天河区,1年经验,大专,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
3801,漳州,2年经验,本科,民营公司,10000人以上,"互联网/电子商务,房地产",5.25,1.6582280766035324
3802,天津-东丽区,无工作经验,本科,国企,1000-5000人,"学术/科研,检测，认证",10.416666666666668,2.3434070875143007
3803,合肥-蜀山区,无工作经验,中专,民营公司,1000-5000人,"互联网/电子商务,银行",6.5,1.8718021769015916
3804,广州-白云区,无工作经验,无学历要求,民营公司,150-500人,"服装/纺织/皮革,娱乐/休闲/体育",4.5,1.5040773967762742
3805,广州-天河区,无工作经验,大专,民营公司,150-500人,"专业服务(咨询、人力资源、财会),外包服务",4.75,1.55814461804655
3806,深圳-南山区,5-7年经验,本科,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,27.5,3.3141860046725258
3807,青岛-城阳区,1年经验,大专,民营公司,50-150人,"互联网/电子商务,批发/零售",5.25,1.6582280766035324
3808,郑州-金水区,1年经验,大专,上市公司,10000人以上,"金融/投资/证券,银行",7.0,1.9459101490553128
3809,江门,3-4年经验,大专,民营公司,500-1000人,"批发/零售,快速消费品(食品、饮料、化妆品)",3.75,1.3217558399823195
3810,苏州-工业园区,2年经验,大专,外资（非欧美）,50-150人,外包服务,5.25,1.6582280766035324
3811,烟台,无工作经验,中专,民营公司,1000-5000人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",5.25,1.6582280766035324
3812,上海-长宁区,5-7年经验,本科,外资（非欧美）,少于50人,互联网/电子商务,12.5,2.525728644308256
3813,上海-闵行区,1年经验,本科,上市公司,10000人以上,金融/投资/证券,10.416666666666668,2.3434070875143007
3814,上海-闵行区,1年经验,大专,上市公司,10000人以上,多元化业务集团公司,7.0,1.9459101490553128
3815,长沙,无工作经验,无学历要求,国企,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",6.0,1.791759469228055
3816,北京,无工作经验,本科,民营公司,1000-5000人,"银行,金融/投资/证券",16.5,2.803360380906535
3817,合肥-滨湖新区,无工作经验,中专,民营公司,500-1000人,"专业服务(咨询、人力资源、财会),银行",4.25,1.4469189829363254
3818,西安,3-4年经验,大专,上市公司,10000人以上,"制药/生物工程,医疗/护理/卫生",5.0,1.6094379124341005
3819,武汉-洪山区,无工作经验,大专,合资,500-1000人,"通信/电信运营、增值服务,信托/担保/拍卖/典当",9.0,2.19722457733622
3820,深圳-龙华新区,3-4年经验,硕士,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,20.833333333333336,3.036554268074246
3821,深圳-龙华新区,无工作经验,无学历要求,民营公司,50-150人,"信托/担保/拍卖/典当,奢侈品/收藏品/工艺品/珠宝",22.5,3.1135153092103742
3822,唐山,1年经验,大专,民营公司,150-500人,环保,5.5,1.7047480922384253
3823,上海-徐汇区,2年经验,大专,民营公司,,"服装/纺织/皮革,制药/生物工程",20.833333333333336,3.036554268074246
3824,深圳-福田区,无工作经验,本科,国企,150-500人,"计算机服务(系统、数据服务、维修),学术/科研",4.5,1.5040773967762742
3825,成都-高新区,无工作经验,无学历要求,民营公司,10000人以上,"交通/运输/物流,互联网/电子商务",5.75,1.749199854809259
3826,贵阳,无工作经验,大专,民营公司,150-500人,外包服务,3.5,1.252762968495368
3827,太仓,3-4年经验,本科,国企,500-1000人,银行,11.25,2.4203681286504293
3828,常熟,1年经验,大专,民营公司,1000-5000人,"服装/纺织/皮革,批发/零售",5.75,1.749199854809259
3829,杭州-余杭区,无工作经验,无学历要求,民营公司,50-150人,"互联网/电子商务,批发/零售",12.5,2.525728644308256
3830,杭州,2年经验,无学历要求,民营公司,500-1000人,服装/纺织/皮革,5.25,1.6582280766035324
3831,东莞-东城区,无工作经验,中专,民营公司,50-150人,互联网/电子商务,8.0,2.079441541679836
3832,大连-甘井子区,无工作经验,硕士,民营公司,少于50人,互联网/电子商务,5.25,1.6582280766035324
3833,深圳-南山区,1年经验,大专,国企,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553128
3834,成都-高新区,无工作经验,本科,民营公司,150-500人,计算机软件,10.5,2.3513752571634776
3835,广州-天河区,2年经验,无学历要求,民营公司,50-150人,互联网/电子商务,6.5,1.8718021769015916
3836,北京-丰台区,5-7年经验,硕士,国企,1000-5000人,"通信/电信/网络设备,计算机软件",17.5,2.862200880929469
3837,北京-朝阳区,3-4年经验,本科,上市公司,150-500人,"通信/电信/网络设备,计算机服务(系统、数据服务、维修)",9.5,2.2512917986064958
3838,北京-朝阳区,3-4年经验,无学历要求,民营公司,150-500人,医疗/护理/卫生,9.0,2.19722457733622
3839,上海-嘉定区,1年经验,本科,上市公司,1000-5000人,"互联网/电子商务,酒店/旅游",10.5,2.3513752571634776
3840,北京,无工作经验,大专,民营公司,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",6.25,1.8325814637483104
3841,上海-虹口区,2年经验,大专,民营公司,150-500人,金融/投资/证券,17.5,2.862200880929469
3842,上海-闵行区,无工作经验,大专,合资,50-150人,快速消费品(食品、饮料、化妆品),6.5,1.8718021769015916
3843,北京-大兴区,无工作经验,大专,民营公司,500-1000人,"批发/零售,制药/生物工程",3.75,1.3217558399823195
3844,北京-大兴区,1年经验,本科,国企,10000人以上,"制药/生物工程,医疗设备/器械",8.0,2.079441541679836
3845,北京-大兴区,1年经验,本科,国企,10000人以上,"制药/生物工程,医疗设备/器械",8.0,2.079441541679836
3846,长春,3-4年经验,本科,国企,150-500人,"计算机服务(系统、数据服务、维修),交通/运输/物流",11.0,2.3978952727983707
3847,杭州-下城区,5-7年经验,本科,合资,150-500人,金融/投资/证券,17.5,2.862200880929469
3848,广州-天河区,无工作经验,本科,民营公司,150-500人,教育/培训/院校,5.0,1.6094379124341005
3849,杭州-江干区,1年经验,大专,民营公司,少于50人,服装/纺织/皮革,7.0,1.9459101490553128
3850,广州,2年经验,本科,国企,500-1000人,互联网/电子商务,22.916666666666668,3.131864447878571
3851,杭州,2年经验,高中,民营公司,1000-5000人,"服装/纺织/皮革,批发/零售",5.25,1.6582280766035324
3852,广州-白云区,2年经验,无学历要求,民营公司,150-500人,"批发/零售,服装/纺织/皮革",4.25,1.4469189829363254
3853,北京,无工作经验,大专,外资（欧美）,500-1000人,互联网/电子商务,5.25,1.6582280766035324
3854,杭州-西湖区,无工作经验,中专,民营公司,150-500人,互联网/电子商务,3.75,1.3217558399823195
3855,上海,1年经验,大专,民营公司,5000-10000人,"影视/媒体/艺术/文化传播,公关/市场推广/会展",5.5,1.7047480922384253
3856,郑州-中原区,1年经验,无学历要求,上市公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553128
3857,武汉-东西湖区,1年经验,本科,民营公司,10000人以上,"快速消费品(食品、饮料、化妆品),互联网/电子商务",5.0,1.6094379124341005
3858,深圳,无工作经验,无学历要求,国企,500-1000人,"房地产,物业管理/商业中心",7.5,2.0149030205422647
3859,苏州-工业园区,无工作经验,大专,民营公司,50-150人,"计算机软件,专业服务(咨询、人力资源、财会)",3.75,1.3217558399823195
3860,上海-杨浦区,无工作经验,硕士,民营公司,50-150人,制药/生物工程,7.0,1.9459101490553128
3861,深圳-福田区,1年经验,本科,国企,500-1000人,制药/生物工程,8.5,2.1400661634962708
3862,成都-高新区,无工作经验,本科,民营公司,150-500人,"计算机软件,银行",17.5,2.862200880929469
3863,成都,无工作经验,中专,民营公司,1000-5000人,"外包服务,公关/市场推广/会展",5.25,1.6582280766035324
3864,合肥-滨湖新区,无工作经验,无学历要求,民营公司,5000-10000人,"金融/投资/证券,外包服务",5.5,1.7047480922384253
3865,济南-历下区,3-4年经验,本科,民营公司,50-150人,"金融/投资/证券,汽车及零配件",9.0,2.19722457733622
3866,杭州-萧山区,无工作经验,本科,民营公司,5000-10000人,"快速消费品(食品、饮料、化妆品),机械/设备/重工",5.25,1.6582280766035324
3867,上海-静安区,3-4年经验,本科,外资（欧美）,1000-5000人,"快速消费品(食品、饮料、化妆品),奢侈品/收藏品/工艺品/珠宝",17.5,2.862200880929469
3868,北京,无工作经验,无学历要求,国企,1000-5000人,"影视/媒体/艺术/文化传播,批发/零售",12.5,2.525728644308256
3869,合肥-经开区,无工作经验,无学历要求,创业公司,50-150人,"计算机软件,快速消费品(食品、饮料、化妆品)",5.25,1.6582280766035324
3870,北京-海淀区,无工作经验,无学历要求,事业单位,500-1000人,"教育/培训/院校,计算机软件",17.5,2.862200880929469
3871,深圳-南山区,5-7年经验,本科,民营公司,50-150人,计算机软件,25.0,3.218875824868201
3872,深圳-福田区,无工作经验,本科,民营公司,500-1000人,"银行,金融/投资/证券",11.5,2.4423470353692043
3873,成都-金牛区,2年经验,大专,民营公司,50-150人,服装/纺织/皮革,3.75,1.3217558399823195
3874,南京-雨花台区,无工作经验,无学历要求,民营公司,150-500人,互联网/电子商务,6.0,1.791759469228055
3875,上海,无工作经验,大专,外资（欧美）,10000人以上,电子技术/半导体/集成电路,5.25,1.6582280766035324
3876,上海-徐汇区,无工作经验,无学历要求,上市公司,1000-5000人,家具/家电/玩具/礼品,9.0,2.19722457733622
3877,北京-海淀区,无工作经验,无学历要求,民营公司,10000人以上,"互联网/电子商务,计算机软件",20.5,3.0204248861443626
3878,上海,1年经验,大专,外资（欧美）,少于50人,医疗设备/器械,11.5,2.4423470353692043
3879,上海-闵行区,5-7年经验,本科,民营公司,少于50人,"外包服务,汽车及零配件",17.5,2.862200880929469
3880,上海-静安区,无工作经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",3.75,1.3217558399823195
3881,长沙-开福区,3-4年经验,本科,上市公司,500-1000人,"快速消费品(食品、饮料、化妆品),农/林/牧/渔",7.0,1.9459101490553128
3882,上海-闵行区,2年经验,大专,民营公司,5000-10000人,"航天/航空,交通/运输/物流",14.583333333333334,2.6798793241355137
3883,宁波,1年经验,本科,民营公司,150-500人,汽车及零配件,6.25,1.8325814637483104
3884,合肥-滨湖新区,无工作经验,中专,民营公司,500-1000人,"银行,外包服务",4.9,1.589235205116581
3885,厦门,无工作经验,本科,合资,1000-5000人,汽车及零配件,7.0,1.9459101490553128
3886,郑州,2年经验,大专,民营公司,500-1000人,"汽车及零配件,互联网/电子商务",4.5,1.5040773967762742
3887,北京-海淀区,5-7年经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",22.5,3.1135153092103742
3888,上海-徐汇区,5-7年经验,本科,国企,1000-5000人,保险,41.66666666666666,3.729701448634192
3889,青岛-市南区,3-4年经验,本科,外资（欧美）,10000人以上,交通/运输/物流,6.5,1.8718021769015916
3890,清远,3-4年经验,大专,外资（非欧美）,500-1000人,服装/纺织/皮革,4.0,1.3862943611198906
3891,成都-金牛区,无工作经验,无学历要求,民营公司,150-500人,"文字媒体/出版,影视/媒体/艺术/文化传播",3.0,1.0986122886681098
3892,上海-浦东新区,无工作经验,本科,民营公司,150-500人,金融/投资/证券,20.0,2.995732273553991
3893,沈阳-沈河区,无工作经验,无学历要求,民营公司,少于50人,互联网/电子商务,4.0,1.3862943611198906
3894,珠海-香洲区,无工作经验,无学历要求,民营公司,50-150人,计算机软件,4.75,1.55814461804655
3895,成都-青羊区,无工作经验,高中,事业单位,500-1000人,"电子技术/半导体/集成电路,计算机软件",5.25,1.6582280766035324
3896,西安,1年经验,本科,上市公司,150-500人,"农/林/牧/渔,电气/电力/水利",12.5,2.525728644308256
3897,深圳-福田区,2年经验,无学历要求,民营公司,50-150人,"环保,电气/电力/水利",12.5,2.525728644308256
3898,杭州-西湖区,3-4年经验,大专,民营公司,50-150人,计算机软件,29.166666666666664,3.373026504695459
3899,深圳-南山区,1年经验,本科,民营公司,50-150人,"通信/电信/网络设备,计算机软件",12.5,2.525728644308256
3900,北京-西城区,无工作经验,本科,民营公司,5000-10000人,"专业服务(咨询、人力资源、财会),金融/投资/证券",8.0,2.079441541679836
3901,深圳-龙岗区,2年经验,无学历要求,民营公司,500-1000人,奢侈品/收藏品/工艺品/珠宝,5.25,1.6582280766035324
3902,上海,1年经验,本科,国企,150-500人,金融/投资/证券,18.75,2.93119375241642
3903,杭州-余杭区,2年经验,本科,民营公司,1000-5000人,汽车及零配件,8.0,2.079441541679836
3904,上海,3-4年经验,本科,创业公司,少于50人,专业服务(咨询、人力资源、财会),17.5,2.862200880929469
3905,广州-天河区,无工作经验,无学历要求,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128
3906,广州-天河区,1年经验,大专,外资（欧美）,150-500人,金融/投资/证券,9.0,2.19722457733622
3907,西安-莲湖区,1年经验,大专,上市公司,500-1000人,"医疗/护理/卫生,医疗设备/器械",6.0,1.791759469228055
3908,广州-番禺区,无工作经验,本科,外资（欧美）,50-150人,美容/保健,9.5,2.2512917986064958
3909,广州-天河区,无工作经验,无学历要求,民营公司,50-150人,金融/投资/证券,9.0,2.19722457733622
3910,成都-龙泉驿区,3-4年经验,大专,民营公司,150-500人,"租赁服务,生活服务",5.0,1.6094379124341005
3911,深圳-南山区,3-4年经验,硕士,民营公司,少于50人,"计算机软件,贸易/进出口",15.0,2.70805020110221
3912,长沙,1年经验,大专,民营公司,50-150人,物业管理/商业中心,3.9,1.3609765531356006
3913,广州-番禺区,1年经验,大专,民营公司,150-500人,服装/纺织/皮革,5.0,1.6094379124341005
3914,广州,1年经验,本科,民营公司,500-1000人,教育/培训/院校,5.0,1.6094379124341005
3915,佛山,3-4年经验,本科,外资（欧美）,500-1000人,家具/家电/玩具/礼品,7.5,2.0149030205422647
3916,上海-长宁区,无工作经验,无学历要求,外资（非欧美）,1000-5000人,交通/运输/物流,7.0,1.9459101490553128
3917,深圳-南山区,3-4年经验,大专,民营公司,50-150人,"互联网/电子商务,计算机软件",24.0,3.1780538303479458
3918,广州-荔湾区,无工作经验,无学历要求,民营公司,少于50人,"中介服务,影视/媒体/艺术/文化传播",7.0,1.9459101490553128
3919,株洲,无工作经验,本科,合资,50-150人,"制药/生物工程,学术/科研",4.5,1.5040773967762742
3920,上海-普陀区,1年经验,本科,民营公司,50-150人,房地产,12.5,2.525728644308256
3921,上海-黄浦区,无工作经验,无学历要求,外资（欧美）,500-1000人,多元化业务集团公司,9.0,2.19722457733622
3922,成都-青羊区,无工作经验,大专,国企,1000-5000人,通信/电信运营、增值服务,5.25,1.6582280766035324
3923,广州-南沙区,1年经验,本科,事业单位,150-500人,计算机软件,12.5,2.525728644308256
3924,广州-天河区,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",10.0,2.302585092994046
3925,深圳-南山区,无工作经验,无学历要求,民营公司,150-500人,服装/纺织/皮革,5.25,1.6582280766035324
3926,苏州-工业园区,无工作经验,本科,民营公司,少于50人,计算机软件,12.5,2.525728644308256
3927,上海-黄浦区,无工作经验,大专,民营公司,50-150人,金融/投资/证券,4.5,1.5040773967762742
3928,上海-静安区,1年经验,大专,民营公司,1000-5000人,"服装/纺织/皮革,批发/零售",6.5,1.8718021769015916
3929,南昌,无工作经验,本科,民营公司,150-500人,"仪器仪表/工业自动化,电子技术/半导体/集成电路",6.0,1.791759469228055
3930,苏州,无工作经验,无学历要求,外资（非欧美）,500-1000人,"汽车及零配件,医疗设备/器械",7.0,1.9459101490553128
3931,广州-天河区,1年经验,本科,国企,10000人以上,银行,7.0,1.9459101490553128
3932,上海-杨浦区,1年经验,硕士,民营公司,50-150人,"学术/科研,医疗/护理/卫生",22.5,3.1135153092103742
3933,上海-浦东新区,无工作经验,无学历要求,外资（欧美）,1000-5000人,"多元化业务集团公司,医疗设备/器械",11.5,2.4423470353692043
3934,上海,3-4年经验,大专,外资（非欧美）,少于50人,"贸易/进出口,机械/设备/重工",7.0,1.9459101490553128
3935,厦门,1年经验,本科,外资（欧美）,500-1000人,服装/纺织/皮革,5.0,1.6094379124341005
3936,上海-浦东新区,无工作经验,本科,国企,1000-5000人,银行,12.5,2.525728644308256
3937,南京-雨花台区,2年经验,大专,创业公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",10.5,2.3513752571634776
3938,武汉-汉阳区,无工作经验,大专,外资（非欧美）,1000-5000人,互联网/电子商务,7.0,1.9459101490553128
3939,厦门,2年经验,本科,合资,50-150人,金融/投资/证券,4.25,1.4469189829363254
3940,大连-沙河口区,5-7年经验,本科,外资（欧美）,1000-5000人,"计算机服务(系统、数据服务、维修),计算机软件",8.0,2.079441541679836
3941,长沙,无工作经验,大专,民营公司,150-500人,互联网/电子商务,4.5,1.5040773967762742
3942,上海,无工作经验,大专,外企代表处,50-150人,"专业服务(咨询、人力资源、财会),中介服务",9.0,2.19722457733622
3943,上海-浦东新区,3-4年经验,本科,民营公司,1000-5000人,"金融/投资/证券,租赁服务",14.0,2.6390573296152584
3944,南昌-红谷滩新区,无工作经验,大专,民营公司,50-150人,金融/投资/证券,12.5,2.525728644308256
3945,郑州-高新区,3-4年经验,大专,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256
3946,广州-天河区,无工作经验,无学历要求,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.19722457733622
3947,上海,无工作经验,无学历要求,外资（欧美）,1000-5000人,"计算机服务(系统、数据服务、维修),互联网/电子商务",33.33333333333333,3.5065578973199814
3948,呼和浩特,无工作经验,硕士,上市公司,10000人以上,"快速消费品(食品、饮料、化妆品),贸易/进出口",5.0,1.6094379124341005
3949,深圳-罗湖区,2年经验,大专,民营公司,1000-5000人,"奢侈品/收藏品/工艺品/珠宝,批发/零售",7.0,1.9459101490553128
3950,昆明-盘龙区,无工作经验,本科,民营公司,50-150人,教育/培训/院校,3.75,1.3217558399823195
3951,上海-徐汇区,3-4年经验,本科,合资,150-500人,互联网/电子商务,10.0,2.302585092994046
3952,北京-朝阳区,3-4年经验,本科,合资,1000-5000人,"建筑/建材/工程,多元化业务集团公司",9.0,2.19722457733622
3953,上海-徐汇区,5-7年经验,本科,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",27.083333333333336,3.2989185325417374
3954,广州-天河区,无工作经验,无学历要求,民营公司,50-150人,广告,7.0,1.9459101490553128
3955,宜春,无工作经验,本科,上市公司,5000-10000人,制药/生物工程,5.25,1.6582280766035324
3956,东莞-寮步镇,1年经验,大专,民营公司,少于50人,"制药/生物工程,互联网/电子商务",6.5,1.8718021769015916
3957,广州-天河区,无工作经验,大专,民营公司,50-150人,金融/投资/证券,12.5,2.525728644308256
3958,杭州,无工作经验,本科,合资,1000-5000人,保险,5.0,1.6094379124341005
3959,北京-朝阳区,3-4年经验,本科,民营公司,10000人以上,教育/培训/院校,12.5,2.525728644308256
3960,上海,5-7年经验,大专,民营公司,50-150人,计算机软件,12.5,2.525728644308256
3961,湖州,无工作经验,无学历要求,民营公司,10000人以上,酒店/旅游,5.5,1.7047480922384253
3962,广州-番禺区,3-4年经验,本科,国企,1000-5000人,汽车及零配件,18.33333333333333,2.908720896564361
3963,西安-高新技术产业开发区,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,6.0,1.791759469228055
3964,常熟,5-7年经验,本科,国企,50-150人,金融/投资/证券,12.5,2.525728644308256
3965,北京-西城区,无工作经验,无学历要求,国企,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",18.0,2.8903717578961645
3966,上海,无工作经验,本科,外资（非欧美）,少于50人,"石油/化工/矿产/地质,学术/科研",7.5,2.0149030205422647
3967,广州-天河区,1年经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256
3968,上海-杨浦区,1年经验,无学历要求,民营公司,50-150人,"互联网/电子商务,金融/投资/证券",17.5,2.862200880929469
3969,广州-天河区,无工作经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256
3970,广州-天河区,1年经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256
3971,广州-天河区,无工作经验,中专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",5.25,1.6582280766035324
3972,北京-朝阳区,5-7年经验,本科,上市公司,1000-5000人,"互联网/电子商务,公关/市场推广/会展",17.5,2.862200880929469
3973,上海-闵行区,无工作经验,本科,民营公司,少于50人,"专业服务(咨询、人力资源、财会),教育/培训/院校",9.0,2.19722457733622
3974,佛山-南海区,2年经验,本科,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),5.75,1.749199854809259
3975,上海-闵行区,3-4年经验,本科,民营公司,500-1000人,网络游戏,17.5,2.862200880929469
3976,湖州,无工作经验,无学历要求,民营公司,50-150人,服装/纺织/皮革,5.25,1.6582280766035324
3977,成都-金牛区,无工作经验,无学历要求,民营公司,500-1000人,服装/纺织/皮革,5.9,1.7749523509116738
3978,北京-顺义区,无工作经验,硕士,国企,1000-5000人,"建筑/建材/工程,交通/运输/物流",12.5,2.525728644308256
3979,广州-天河区,无工作经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256
3980,威海,无工作经验,本科,民营公司,5000-10000人,"原材料和加工,贸易/进出口",7.5,2.0149030205422647
3981,广州-黄埔区,无工作经验,大专,民营公司,150-500人,计算机软件,12.5,2.525728644308256
3982,宁波,1年经验,大专,民营公司,50-150人,专业服务(咨询、人力资源、财会),3.75,1.3217558399823195
3983,上海-普陀区,3-4年经验,无学历要求,民营公司,50-150人,"互联网/电子商务,办公用品及设备",9.0,2.19722457733622
3984,深圳,5-7年经验,本科,民营公司,50-150人,计算机软件,12.5,2.525728644308256
3985,深圳-南山区,2年经验,大专,国企,5000-10000人,计算机软件,7.0,1.9459101490553128
3986,北京,1年经验,本科,合资,150-500人,汽车及零配件,11.5,2.4423470353692043
3987,北京-丰台区,无工作经验,本科,上市公司,10000人以上,银行,7.5,2.0149030205422647
3988,威海,1年经验,大专,上市公司,10000人以上,"快速消费品(食品、饮料、化妆品),批发/零售",3.75,1.3217558399823195
3989,成都-青羊区,1年经验,中专,民营公司,50-150人,"专业服务(咨询、人力资源、财会),中介服务",5.0,1.6094379124341005
3990,广州-番禺区,5-7年经验,本科,民营公司,150-500人,互联网/电子商务,26.5,3.277144732992177
3991,郑州-金水区,无工作经验,无学历要求,外资（欧美）,50-150人,酒店/旅游,3.75,1.3217558399823195
3992,合肥-包河区,1年经验,大专,民营公司,150-500人,金融/投资/证券,3.5,1.252762968495368
3993,重庆-南岸区,无工作经验,大专,民营公司,少于50人,"医疗设备/器械,计算机软件",3.75,1.3217558399823195
3994,杭州-萧山区,1年经验,高中,民营公司,50-150人,"服装/纺织/皮革,金融/投资/证券",5.0,1.6094379124341005
3995,杭州-萧山区,无工作经验,本科,民营公司,5000-10000人,多元化业务集团公司,6.0,1.791759469228055
3996,威海,无工作经验,无学历要求,民营公司,5000-10000人,医疗设备/器械,5.25,1.6582280766035324
3997,上海-徐汇区,1年经验,本科,民营公司,500-1000人,"互联网/电子商务,金融/投资/证券",22.5,3.1135153092103742
3998,广州-天河区,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,5.25,1.6582280766035324
3999,深圳-南山区,5-7年经验,本科,民营公司,少于50人,专业服务(咨询、人力资源、财会),30.0,3.4011973816621555
4000,广州-天河区,无工作经验,无学历要求,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",12.5,2.525728644308256
4001,上海-浦东新区,无工作经验,无学历要求,民营公司,少于50人,"计算机服务(系统、数据服务、维修),互联网/电子商务",9.0,2.19722457733622
4002,西安-高新技术产业开发区,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,7.0,1.9459101490553128
4003,深圳-福田区,1年经验,本科,民营公司,150-500人,"仪器仪表/工业自动化,环保",5.25,1.6582280766035324
4004,杭州-江干区,2年经验,大专,民营公司,50-150人,"互联网/电子商务,服装/纺织/皮革",5.5,1.7047480922384253
4005,中山,5-7年经验,本科,民营公司,50-150人,专业服务(咨询、人力资源、财会),22.5,3.1135153092103742
4006,重庆-渝北区,3-4年经验,大专,民营公司,150-500人,"服装/纺织/皮革,贸易/进出口",7.0,1.9459101490553128
4007,成都-高新区,无工作经验,本科,上市公司,1000-5000人,银行,13.75,2.6210388241125804
4008,广州-番禺区,1年经验,中技,民营公司,少于50人,"快速消费品(食品、饮料、化妆品),美容/保健",5.25,1.6582280766035324
4009,武汉-洪山区,无工作经验,大专,外资（非欧美）,150-500人,交通/运输/物流,5.0,1.6094379124341005
4010,无锡-江阴市,1年经验,本科,民营公司,10000人以上,"多元化业务集团公司,服装/纺织/皮革",5.0,1.6094379124341005
4011,广州-白云区,1年经验,大专,民营公司,50-150人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",3.75,1.3217558399823195
4012,合肥-蜀山区,2年经验,大专,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",5.25,1.6582280766035324
4013,杭州-江干区,1年经验,高中,民营公司,150-500人,"服装/纺织/皮革,互联网/电子商务",6.25,1.8325814637483104
4014,杭州-拱墅区,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,21.5,3.068052935133617
