省,市,现存确诊人数,确诊人数,疑似人数,治愈人数,死亡人数,更新时间
河北省,-,103,104,1.0,0,1,2020/02/02 08:17:47
河北省,沧州,18,19,1.0,0,1,2020/02/02 08:17:47
河北省,石家庄,13,13,0.0,0,0,2020/02/02 08:17:47
河北省,保定,13,13,0.0,0,0,2020/02/02 08:17:47
河北省,廊坊,11,11,0.0,0,0,2020/02/02 08:17:47
河北省,邯郸,11,11,0.0,0,0,2020/02/02 08:17:47
河北省,唐山,11,11,0.0,0,0,2020/02/02 08:17:47
河北省,邢台,10,10,0.0,0,0,2020/02/02 08:17:47
河北省,张家口,9,9,0.0,0,0,2020/02/02 08:17:47
河北省,衡水,4,4,0.0,0,0,2020/02/02 08:17:47
河北省,承德,2,2,0.0,0,0,2020/02/02 08:17:47
河北省,秦皇岛,1,1,0.0,0,0,2020/02/02 08:17:47
河北省,-,95,96,0.0,0,1,2020/02/01 08:04:19
河北省,沧州,18,19,0.0,0,1,2020/02/01 08:04:19
河北省,石家庄,12,12,0.0,0,0,2020/02/01 08:04:19
河北省,保定,11,11,0.0,0,0,2020/02/01 08:04:19
河北省,廊坊,11,11,0.0,0,0,2020/02/01 08:04:19
河北省,邯郸,10,10,0.0,0,0,2020/02/01 08:04:19
河北省,邢台,10,10,0.0,0,0,2020/02/01 08:04:19
河北省,唐山,8,8,0.0,0,0,2020/02/01 08:04:19
河北省,张家口,8,8,0.0,0,0,2020/02/01 08:04:19
河北省,衡水,4,4,0.0,0,0,2020/02/01 08:04:19
河北省,承德,2,2,0.0,0,0,2020/02/01 08:04:19
河北省,秦皇岛,1,1,0.0,0,0,2020/02/01 08:04:19
河北省,-,81,82,0.0,0,1,2020/01/31 08:27:30
河北省,沧州,17,18,0.0,0,1,2020/01/31 08:27:30
河北省,石家庄,11,11,0.0,0,0,2020/01/31 08:27:30
河北省,保定,11,11,0.0,0,0,2020/01/31 08:27:30
河北省,廊坊,9,9,0.0,0,0,2020/01/31 08:27:30
河北省,邯郸,7,7,0.0,0,0,2020/01/31 08:27:30
河北省,邢台,7,7,0.0,0,0,2020/01/31 08:27:30
河北省,唐山,7,7,0.0,0,0,2020/01/31 08:27:30
河北省,张家口,6,6,0.0,0,0,2020/01/31 08:27:30
河北省,衡水,4,4,0.0,0,0,2020/01/31 08:27:30
河北省,承德,2,2,0.0,0,0,2020/01/31 08:27:30
河北省,-,64,65,0.0,0,1,2020/01/30 08:24:52
河北省,沧州,11,12,0.0,0,1,2020/01/30 08:24:52
河北省,石家庄,11,11,0.0,0,0,2020/01/30 08:24:52
河北省,廊坊,9,9,0.0,0,0,2020/01/30 08:24:52
河北省,保定,7,7,0.0,0,0,2020/01/30 08:24:52
河北省,邯郸,6,6,0.0,0,0,2020/01/30 08:24:52
河北省,张家口,6,6,0.0,0,0,2020/01/30 08:24:52
河北省,邢台,5,5,0.0,0,0,2020/01/30 08:24:52
河北省,衡水,4,4,0.0,0,0,2020/01/30 08:24:52
河北省,唐山,3,3,0.0,0,0,2020/01/30 08:24:52
河北省,承德,2,2,0.0,0,0,2020/01/30 08:24:52
河北省,-,47,48,0.0,0,1,2020/01/29 09:06:26
河北省,石家庄,10,10,0.0,0,0,2020/01/29 09:06:26
河北省,廊坊,9,9,0.0,0,0,2020/01/29 09:06:26
河北省,沧州,7,8,0.0,0,1,2020/01/29 09:06:26
河北省,保定,6,6,0.0,0,0,2020/01/29 09:06:26
河北省,邯郸,4,4,0.0,0,0,2020/01/29 09:06:26
河北省,邢台,3,3,0.0,0,0,2020/01/29 09:06:26
河北省,衡水,3,3,0.0,0,0,2020/01/29 09:06:26
河北省,唐山,3,3,0.0,0,0,2020/01/29 09:06:26
河北省,承德,1,1,0.0,0,0,2020/01/29 09:06:26
河北省,张家口,1,1,0.0,0,0,2020/01/29 09:06:26
河北省,-,32,33,0.0,0,1,2020/01/28 09:31:15
河北省,石家庄,9,9,0.0,0,0,2020/01/28 09:31:15
河北省,廊坊,6,6,0.0,0,0,2020/01/28 09:31:15
河北省,沧州,4,5,0.0,0,1,2020/01/28 09:31:15
河北省,邯郸,4,4,0.0,0,0,2020/01/28 09:31:15
河北省,保定,3,3,0.0,0,0,2020/01/28 09:31:15
河北省,邢台,2,2,0.0,0,0,2020/01/28 09:31:15
河北省,衡水,2,2,0.0,0,0,2020/01/28 09:31:15
河北省,承德,1,1,0.0,0,0,2020/01/28 09:31:15
河北省,唐山,1,1,0.0,0,0,2020/01/28 09:31:15
河北省,-,17,18,0.0,0,1,2020/01/27 09:36:17
河北省,石家庄,7,7,0.0,0,0,2020/01/27 09:36:17
河北省,保定,3,3,0.0,0,0,2020/01/27 09:36:17
河北省,沧州,1,2,0.0,0,1,2020/01/27 09:36:17
河北省,邯郸市,2,2,0.0,0,0,2020/01/27 09:36:17
河北省,廊坊,2,2,0.0,0,0,2020/01/27 09:36:17
河北省,承德,1,1,0.0,0,0,2020/01/27 09:36:17
河北省,邢台,1,1,0.0,0,0,2020/01/27 09:36:17
河北省,-,12,13,0.0,0,1,2020/01/26 09:53:44
河北省,石家庄,5,5,0.0,0,0,2020/01/26 09:53:44
河北省,保定,3,3,0.0,0,0,2020/01/26 09:53:44
河北省,沧州,1,2,0.0,0,1,2020/01/26 09:53:44
河北省,邯郸市,2,2,0.0,0,0,2020/01/26 09:53:44
河北省,承德,1,1,0.0,0,0,2020/01/26 09:53:44
河北省,-,7,8,0.0,0,1,2020/01/25 11:19:36
河北省,石家庄,4,4,0.0,0,0,2020/01/25 11:19:36
河北省,沧州,1,2,0.0,0,1,2020/01/25 11:19:36
河北省,保定,1,1,0.0,0,0,2020/01/25 11:19:36
河北省,承德,1,1,0.0,0,0,2020/01/25 11:19:36
河北省,-,7,8,0.0,0,1,2020/01/25 11:18:36
河北省,石家庄,4,4,0.0,0,0,2020/01/25 11:18:36
河北省,沧州,1,2,0.0,0,1,2020/01/25 11:18:36
河北省,保定,1,1,0.0,0,0,2020/01/25 11:18:36
河北省,-,7,8,0.0,0,1,2020/01/25 09:51:46
河北省,石家庄,1,1,0.0,0,0,2020/01/25 09:51:46
河北省,沧州,0,1,0.0,0,1,2020/01/25 09:51:46
河北省,-,1,2,0.0,0,1,2020/01/24 17:18:21
河北省,石家庄,1,1,0.0,0,0,2020/01/24 17:18:21
河北省,沧州,0,1,0.0,0,1,2020/01/24 17:18:21
河北省,-,1,2,0.0,0,1,2020/01/24 16:49:01
河北省,石家庄,1,1,0.0,0,0,2020/01/24 16:49:01
河北省,沧州,-1,0,0.0,0,1,2020/01/24 16:49:01
河北省,-,1,2,0.0,0,1,2020/01/24 10:06:49
河北省,石家庄,1,1,0.0,0,0,2020/01/24 10:06:49
河北省,-,1,2,0.0,0,1,2020/01/24 09:57:44
河北省,石家庄,1,1,0.0,0,0,2020/01/24 09:57:44
河北省,-,0,1,0.0,0,1,2020/01/24 03:50:31
河北省,石家庄,1,1,0.0,0,0,2020/01/24 03:50:31
河北省,-,0,1,0.0,0,1,2020/01/24 03:25:57
河北省,-,0,1,0.0,0,1,2020/01/24 00:34:44
河北省,-,1,1,0.0,0,0,2020/01/22 23:02:01
河南省,-,52,1272,0.0,1198,22,2020/03/01 22:16:02
河南省,郑州,23,157,0.0,134,0,2020/03/01 22:16:02
河南省,信阳,11,274,0.0,261,2,2020/03/01 22:16:02
河南省,开封,8,26,0.0,18,0,2020/03/01 22:16:02
河南省,周口,6,76,0.0,69,1,2020/03/01 22:16:02
河南省,安阳,6,53,0.0,47,0,2020/03/01 22:16:02
河南省,南阳,4,156,0.0,149,3,2020/03/01 22:16:02
河南省,漯河,2,35,0.0,33,0,2020/03/01 22:16:02
河南省,濮阳,2,17,0.0,15,0,2020/03/01 22:16:02
河南省,济源,2,5,0.0,3,0,2020/03/01 22:16:02
河南省,商丘,1,91,0.0,87,3,2020/03/01 22:16:02
河南省,新乡,1,57,0.0,53,3,2020/03/01 22:16:02
河南省,许昌,1,39,0.0,38,0,2020/03/01 22:16:02
河南省,鹤壁,1,19,0.0,18,0,2020/03/01 22:16:02
河南省,驻马店,0,139,0.0,139,0,2020/03/01 22:16:02
河南省,平顶山,0,58,0.0,57,1,2020/03/01 22:16:02
河南省,焦作,0,32,0.0,31,1,2020/03/01 22:16:02
河南省,洛阳,0,31,0.0,30,1,2020/03/01 22:16:02
河南省,三门峡,0,7,0.0,6,1,2020/03/01 22:16:02
河南省,待明确地区,-16,0,0.0,10,6,2020/03/01 22:16:02
河南省,-,53,1272,0.0,1197,22,2020/03/01 20:40:02
河南省,郑州,23,157,0.0,134,0,2020/03/01 20:40:02
河南省,信阳,11,274,0.0,261,2,2020/03/01 20:40:02
河南省,开封,8,26,0.0,18,0,2020/03/01 20:40:02
河南省,周口,6,76,0.0,69,1,2020/03/01 20:40:02
河南省,安阳,6,53,0.0,47,0,2020/03/01 20:40:02
河南省,南阳,4,156,0.0,149,3,2020/03/01 20:40:02
河南省,漯河,3,35,0.0,32,0,2020/03/01 20:40:02
河南省,濮阳,2,17,0.0,15,0,2020/03/01 20:40:02
河南省,济源,2,5,0.0,3,0,2020/03/01 20:40:02
河南省,商丘,1,91,0.0,87,3,2020/03/01 20:40:02
河南省,新乡,1,57,0.0,53,3,2020/03/01 20:40:02
河南省,许昌,1,39,0.0,38,0,2020/03/01 20:40:02
河南省,鹤壁,1,19,0.0,18,0,2020/03/01 20:40:02
河南省,驻马店,0,139,0.0,139,0,2020/03/01 20:40:02
河南省,平顶山,0,58,0.0,57,1,2020/03/01 20:40:02
河南省,焦作,0,32,0.0,31,1,2020/03/01 20:40:02
河南省,洛阳,0,31,0.0,30,1,2020/03/01 20:40:02
河南省,三门峡,0,7,0.0,6,1,2020/03/01 20:40:02
河南省,待明确地区,-16,0,0.0,10,6,2020/03/01 20:40:02
河南省,-,61,1272,0.0,1189,22,2020/03/01 18:14:01
河南省,郑州,23,157,0.0,134,0,2020/03/01 18:14:01
河南省,信阳,11,274,0.0,261,2,2020/03/01 18:14:01
河南省,开封,8,26,0.0,18,0,2020/03/01 18:14:01
河南省,周口,6,76,0.0,69,1,2020/03/01 18:14:01
河南省,安阳,6,53,0.0,47,0,2020/03/01 18:14:01
河南省,南阳,4,156,0.0,149,3,2020/03/01 18:14:01
河南省,漯河,3,35,0.0,32,0,2020/03/01 18:14:01
河南省,濮阳,2,17,0.0,15,0,2020/03/01 18:14:01
河南省,济源,2,5,0.0,3,0,2020/03/01 18:14:01
河南省,商丘,1,91,0.0,87,3,2020/03/01 18:14:01
河南省,新乡,1,57,0.0,53,3,2020/03/01 18:14:01
河南省,许昌,1,39,0.0,38,0,2020/03/01 18:14:01
河南省,鹤壁,1,19,0.0,18,0,2020/03/01 18:14:01
河南省,驻马店,0,139,0.0,139,0,2020/03/01 18:14:01
河南省,平顶山,0,58,0.0,57,1,2020/03/01 18:14:01
河南省,焦作,0,32,0.0,31,1,2020/03/01 18:14:01
河南省,洛阳,0,31,0.0,30,1,2020/03/01 18:14:01
河南省,三门峡,0,7,0.0,6,1,2020/03/01 18:14:01
河南省,待明确地区,-8,0,0.0,2,6,2020/03/01 18:14:01
河南省,-,65,1272,0.0,1185,22,2020/03/01 08:29:10
河南省,郑州,23,157,0.0,134,0,2020/03/01 08:29:10
河南省,信阳,14,274,0.0,258,2,2020/03/01 08:29:10
河南省,周口,9,76,0.0,66,1,2020/03/01 08:29:10
河南省,开封,8,26,0.0,18,0,2020/03/01 08:29:10
河南省,安阳,6,53,0.0,47,0,2020/03/01 08:29:10
河南省,漯河,5,35,0.0,30,0,2020/03/01 08:29:10
河南省,南阳,4,156,0.0,149,3,2020/03/01 08:29:10
河南省,平顶山,4,58,0.0,53,1,2020/03/01 08:29:10
河南省,濮阳,4,17,0.0,13,0,2020/03/01 08:29:10
河南省,洛阳,3,31,0.0,27,1,2020/03/01 08:29:10
河南省,驻马店,2,139,0.0,137,0,2020/03/01 08:29:10
河南省,商丘,2,91,0.0,86,3,2020/03/01 08:29:10
河南省,许昌,2,39,0.0,37,0,2020/03/01 08:29:10
河南省,济源,2,5,0.0,3,0,2020/03/01 08:29:10
河南省,新乡,1,57,0.0,53,3,2020/03/01 08:29:10
河南省,鹤壁,1,19,0.0,18,0,2020/03/01 08:29:10
河南省,焦作,0,32,0.0,31,1,2020/03/01 08:29:10
河南省,三门峡,0,7,0.0,6,1,2020/03/01 08:29:10
河南省,待明确地区,-25,0,0.0,19,6,2020/03/01 08:29:10
河南省,-,81,1272,0.0,1170,21,2020/02/29 20:34:37
河南省,郑州,23,157,0.0,134,0,2020/02/29 20:34:37
河南省,信阳,14,274,0.0,258,2,2020/02/29 20:34:37
河南省,周口,9,76,0.0,66,1,2020/02/29 20:34:37
河南省,开封,8,26,0.0,18,0,2020/02/29 20:34:37
河南省,安阳,6,53,0.0,47,0,2020/02/29 20:34:37
河南省,漯河,5,35,0.0,30,0,2020/02/29 20:34:37
河南省,南阳,4,156,0.0,149,3,2020/02/29 20:34:37
河南省,平顶山,4,58,0.0,53,1,2020/02/29 20:34:37
河南省,濮阳,4,17,0.0,13,0,2020/02/29 20:34:37
河南省,洛阳,3,31,0.0,27,1,2020/02/29 20:34:37
河南省,驻马店,2,139,0.0,137,0,2020/02/29 20:34:37
河南省,商丘,2,91,0.0,86,3,2020/02/29 20:34:37
河南省,许昌,2,39,0.0,37,0,2020/02/29 20:34:37
河南省,济源,2,5,0.0,3,0,2020/02/29 20:34:37
河南省,新乡,1,57,0.0,53,3,2020/02/29 20:34:37
河南省,鹤壁,1,19,0.0,18,0,2020/02/29 20:34:37
河南省,焦作,0,32,0.0,31,1,2020/02/29 20:34:37
河南省,三门峡,0,7,0.0,6,1,2020/02/29 20:34:37
河南省,待明确地区,-9,0,0.0,4,5,2020/02/29 20:34:37
河南省,-,73,1272,0.0,1178,21,2020/02/29 20:11:01
河南省,郑州,23,157,0.0,134,0,2020/02/29 20:11:01
河南省,信阳,14,274,0.0,258,2,2020/02/29 20:11:01
河南省,周口,9,76,0.0,66,1,2020/02/29 20:11:01
河南省,开封,8,26,0.0,18,0,2020/02/29 20:11:01
河南省,安阳,6,53,0.0,47,0,2020/02/29 20:11:01
河南省,漯河,5,35,0.0,30,0,2020/02/29 20:11:01
河南省,南阳,4,156,0.0,149,3,2020/02/29 20:11:01
河南省,平顶山,4,58,0.0,53,1,2020/02/29 20:11:01
河南省,濮阳,4,17,0.0,13,0,2020/02/29 20:11:01
河南省,洛阳,3,31,0.0,27,1,2020/02/29 20:11:01
河南省,驻马店,2,139,0.0,137,0,2020/02/29 20:11:01
河南省,商丘,2,91,0.0,86,3,2020/02/29 20:11:01
河南省,许昌,2,39,0.0,37,0,2020/02/29 20:11:01
河南省,济源,2,5,0.0,3,0,2020/02/29 20:11:01
河南省,新乡,1,57,0.0,53,3,2020/02/29 20:11:01
河南省,鹤壁,1,19,0.0,18,0,2020/02/29 20:11:01
河南省,焦作,0,32,0.0,31,1,2020/02/29 20:11:01
河南省,三门峡,0,7,0.0,6,1,2020/02/29 20:11:01
河南省,待明确地区,-17,0,0.0,12,5,2020/02/29 20:11:01
河南省,-,89,1272,0.0,1162,21,2020/02/29 13:08:48
河南省,郑州,27,157,0.0,130,0,2020/02/29 13:08:48
河南省,信阳,14,274,0.0,258,2,2020/02/29 13:08:48
河南省,南阳,14,156,0.0,139,3,2020/02/29 13:08:48
河南省,周口,9,76,0.0,66,1,2020/02/29 13:08:48
河南省,开封,8,26,0.0,18,0,2020/02/29 13:08:48
河南省,安阳,6,53,0.0,47,0,2020/02/29 13:08:48
河南省,漯河,5,35,0.0,30,0,2020/02/29 13:08:48
河南省,商丘,4,91,0.0,84,3,2020/02/29 13:08:48
河南省,平顶山,4,58,0.0,53,1,2020/02/29 13:08:48
河南省,濮阳,4,17,0.0,13,0,2020/02/29 13:08:48
河南省,洛阳,3,31,0.0,27,1,2020/02/29 13:08:48
河南省,驻马店,2,139,0.0,137,0,2020/02/29 13:08:48
河南省,许昌,2,39,0.0,37,0,2020/02/29 13:08:48
河南省,济源,2,5,0.0,3,0,2020/02/29 13:08:48
河南省,新乡,1,57,0.0,53,3,2020/02/29 13:08:48
河南省,鹤壁,1,19,0.0,18,0,2020/02/29 13:08:48
河南省,焦作,0,32,0.0,31,1,2020/02/29 13:08:48
河南省,三门峡,0,7,0.0,6,1,2020/02/29 13:08:48
河南省,待明确地区,-17,0,0.0,12,5,2020/02/29 13:08:48
河南省,-,140,1272,0.0,1112,20,2020/02/28 17:16:05
河南省,信阳,40,274,0.0,232,2,2020/02/28 17:16:05
河南省,郑州,27,157,0.0,130,0,2020/02/28 17:16:05
河南省,周口,19,76,0.0,56,1,2020/02/28 17:16:05
河南省,南阳,14,156,0.0,139,3,2020/02/28 17:16:05
河南省,安阳,9,53,0.0,44,0,2020/02/28 17:16:05
河南省,开封,8,26,0.0,18,0,2020/02/28 17:16:05
河南省,漯河,7,35,0.0,28,0,2020/02/28 17:16:05
河南省,商丘,6,91,0.0,82,3,2020/02/28 17:16:05
河南省,濮阳,6,17,0.0,11,0,2020/02/28 17:16:05
河南省,平顶山,4,58,0.0,53,1,2020/02/28 17:16:05
河南省,洛阳,4,31,0.0,26,1,2020/02/28 17:16:05
河南省,新乡,3,57,0.0,51,3,2020/02/28 17:16:05
河南省,许昌,3,39,0.0,36,0,2020/02/28 17:16:05
河南省,驻马店,2,139,0.0,137,0,2020/02/28 17:16:05
河南省,鹤壁,2,19,0.0,17,0,2020/02/28 17:16:05
河南省,济源,2,5,0.0,3,0,2020/02/28 17:16:05
河南省,焦作,0,32,0.0,31,1,2020/02/28 17:16:05
河南省,三门峡,0,7,0.0,6,1,2020/02/28 17:16:05
河南省,待明确地区,-16,0,0.0,12,4,2020/02/28 17:16:05
河南省,-,142,1272,0.0,1110,20,2020/02/28 14:02:43
河南省,信阳,40,274,0.0,232,2,2020/02/28 14:02:43
河南省,郑州,27,157,0.0,130,0,2020/02/28 14:02:43
河南省,南阳,23,156,0.0,130,3,2020/02/28 14:02:43
河南省,周口,19,76,0.0,56,1,2020/02/28 14:02:43
河南省,安阳,9,53,0.0,44,0,2020/02/28 14:02:43
河南省,开封,8,26,0.0,18,0,2020/02/28 14:02:43
河南省,漯河,7,35,0.0,28,0,2020/02/28 14:02:43
河南省,商丘,6,91,0.0,82,3,2020/02/28 14:02:43
河南省,平顶山,6,58,0.0,51,1,2020/02/28 14:02:43
河南省,濮阳,6,17,0.0,11,0,2020/02/28 14:02:43
河南省,洛阳,4,31,0.0,26,1,2020/02/28 14:02:43
河南省,新乡,3,57,0.0,51,3,2020/02/28 14:02:43
河南省,许昌,3,39,0.0,36,0,2020/02/28 14:02:43
河南省,驻马店,2,139,0.0,137,0,2020/02/28 14:02:43
河南省,鹤壁,2,19,0.0,17,0,2020/02/28 14:02:43
河南省,济源,2,5,0.0,3,0,2020/02/28 14:02:43
河南省,焦作,0,32,0.0,31,1,2020/02/28 14:02:43
河南省,三门峡,0,7,0.0,6,1,2020/02/28 14:02:43
河南省,待明确地区,-25,0,0.0,21,4,2020/02/28 14:02:43
河南省,-,145,1272,0.0,1107,20,2020/02/28 12:41:14
河南省,信阳,40,274,0.0,232,2,2020/02/28 12:41:14
河南省,郑州,27,157,0.0,130,0,2020/02/28 12:41:14
河南省,南阳,23,156,0.0,130,3,2020/02/28 12:41:14
河南省,周口,19,76,0.0,56,1,2020/02/28 12:41:14
河南省,安阳,9,53,0.0,44,0,2020/02/28 12:41:14
河南省,开封,8,26,0.0,18,0,2020/02/28 12:41:14
河南省,漯河,7,35,0.0,28,0,2020/02/28 12:41:14
河南省,商丘,6,91,0.0,82,3,2020/02/28 12:41:14
河南省,平顶山,6,58,0.0,51,1,2020/02/28 12:41:14
河南省,濮阳,6,17,0.0,11,0,2020/02/28 12:41:14
河南省,驻马店,5,139,0.0,134,0,2020/02/28 12:41:14
河南省,洛阳,4,31,0.0,26,1,2020/02/28 12:41:14
河南省,新乡,3,57,0.0,51,3,2020/02/28 12:41:14
河南省,许昌,3,39,0.0,36,0,2020/02/28 12:41:14
河南省,鹤壁,2,19,0.0,17,0,2020/02/28 12:41:14
河南省,济源,2,5,0.0,3,0,2020/02/28 12:41:14
河南省,焦作,0,32,0.0,31,1,2020/02/28 12:41:14
河南省,三门峡,0,7,0.0,6,1,2020/02/28 12:41:14
河南省,待明确地区,-25,0,0.0,21,4,2020/02/28 12:41:14
河南省,-,137,1272,0.0,1115,20,2020/02/28 12:40:10
河南省,信阳,40,274,0.0,232,2,2020/02/28 12:40:10
河南省,郑州,27,157,0.0,130,0,2020/02/28 12:40:10
河南省,周口,19,76,0.0,56,1,2020/02/28 12:40:10
河南省,南阳,15,156,0.0,138,3,2020/02/28 12:40:10
河南省,安阳,9,53,0.0,44,0,2020/02/28 12:40:10
河南省,开封,8,26,0.0,18,0,2020/02/28 12:40:10
河南省,漯河,7,35,0.0,28,0,2020/02/28 12:40:10
河南省,商丘,6,91,0.0,82,3,2020/02/28 12:40:10
河南省,平顶山,6,58,0.0,51,1,2020/02/28 12:40:10
河南省,濮阳,6,17,0.0,11,0,2020/02/28 12:40:10
河南省,驻马店,5,139,0.0,134,0,2020/02/28 12:40:10
河南省,洛阳,4,31,0.0,26,1,2020/02/28 12:40:10
河南省,新乡,3,57,0.0,51,3,2020/02/28 12:40:10
河南省,许昌,3,39,0.0,36,0,2020/02/28 12:40:10
河南省,鹤壁,2,19,0.0,17,0,2020/02/28 12:40:10
河南省,济源,2,5,0.0,3,0,2020/02/28 12:40:10
河南省,焦作,0,32,0.0,31,1,2020/02/28 12:40:10
河南省,三门峡,0,7,0.0,6,1,2020/02/28 12:40:10
河南省,待明确地区,-25,0,0.0,21,4,2020/02/28 12:40:10
河南省,-,149,1272,0.0,1103,20,2020/02/28 08:46:09
河南省,信阳,45,274,0.0,227,2,2020/02/28 08:46:09
河南省,郑州,31,157,0.0,126,0,2020/02/28 08:46:09
河南省,周口,19,76,0.0,56,1,2020/02/28 08:46:09
河南省,南阳,15,156,0.0,138,3,2020/02/28 08:46:09
河南省,驻马店,11,139,0.0,128,0,2020/02/28 08:46:09
河南省,安阳,9,53,0.0,44,0,2020/02/28 08:46:09
河南省,开封,9,26,0.0,17,0,2020/02/28 08:46:09
河南省,漯河,8,35,0.0,27,0,2020/02/28 08:46:09
河南省,商丘,6,91,0.0,82,3,2020/02/28 08:46:09
河南省,平顶山,6,58,0.0,51,1,2020/02/28 08:46:09
河南省,许昌,6,39,0.0,33,0,2020/02/28 08:46:09
河南省,濮阳,6,17,0.0,11,0,2020/02/28 08:46:09
河南省,新乡,5,57,0.0,49,3,2020/02/28 08:46:09
河南省,洛阳,4,31,0.0,26,1,2020/02/28 08:46:09
河南省,鹤壁,4,19,0.0,15,0,2020/02/28 08:46:09
河南省,焦作,2,32,0.0,29,1,2020/02/28 08:46:09
河南省,济源,2,5,0.0,3,0,2020/02/28 08:46:09
河南省,三门峡,0,7,0.0,6,1,2020/02/28 08:46:09
河南省,待明确地区,-39,0,0.0,35,4,2020/02/28 08:46:09
河南省,-,184,1272,0.0,1068,20,2020/02/27 22:59:34
河南省,信阳,45,274,0.0,227,2,2020/02/27 22:59:34
河南省,郑州,31,157,0.0,126,0,2020/02/27 22:59:34
河南省,周口,19,76,0.0,56,1,2020/02/27 22:59:34
河南省,南阳,15,156,0.0,138,3,2020/02/27 22:59:34
河南省,驻马店,11,139,0.0,128,0,2020/02/27 22:59:34
河南省,安阳,9,53,0.0,44,0,2020/02/27 22:59:34
河南省,开封,9,26,0.0,17,0,2020/02/27 22:59:34
河南省,漯河,8,35,0.0,27,0,2020/02/27 22:59:34
河南省,商丘,6,91,0.0,82,3,2020/02/27 22:59:34
河南省,平顶山,6,58,0.0,51,1,2020/02/27 22:59:34
河南省,许昌,6,39,0.0,33,0,2020/02/27 22:59:34
河南省,濮阳,6,17,0.0,11,0,2020/02/27 22:59:34
河南省,新乡,5,57,0.0,49,3,2020/02/27 22:59:34
河南省,洛阳,4,31,0.0,26,1,2020/02/27 22:59:34
河南省,鹤壁,4,19,0.0,15,0,2020/02/27 22:59:34
河南省,焦作,2,32,0.0,29,1,2020/02/27 22:59:34
河南省,济源,2,5,0.0,3,0,2020/02/27 22:59:34
河南省,三门峡,0,7,0.0,6,1,2020/02/27 22:59:34
河南省,待明确地区,-4,0,0.0,0,4,2020/02/27 22:59:34
河南省,-,190,1272,0.0,1062,20,2020/02/27 08:39:05
河南省,信阳,53,274,0.0,219,2,2020/02/27 08:39:05
河南省,郑州,33,157,0.0,124,0,2020/02/27 08:39:05
河南省,南阳,24,156,0.0,129,3,2020/02/27 08:39:05
河南省,周口,20,76,0.0,56,0,2020/02/27 08:39:05
河南省,驻马店,13,139,0.0,126,0,2020/02/27 08:39:05
河南省,平顶山,13,58,0.0,44,1,2020/02/27 08:39:05
河南省,安阳,10,53,0.0,43,0,2020/02/27 08:39:05
河南省,漯河,10,35,0.0,25,0,2020/02/27 08:39:05
河南省,开封,10,26,0.0,16,0,2020/02/27 08:39:05
河南省,商丘,8,91,0.0,80,3,2020/02/27 08:39:05
河南省,许昌,7,39,0.0,32,0,2020/02/27 08:39:05
河南省,濮阳,7,17,0.0,10,0,2020/02/27 08:39:05
河南省,洛阳,6,31,0.0,24,1,2020/02/27 08:39:05
河南省,新乡,5,57,0.0,49,3,2020/02/27 08:39:05
河南省,鹤壁,4,19,0.0,15,0,2020/02/27 08:39:05
河南省,焦作,3,32,0.0,28,1,2020/02/27 08:39:05
河南省,济源,2,5,0.0,3,0,2020/02/27 08:39:05
河南省,三门峡,0,7,0.0,6,1,2020/02/27 08:39:05
河南省,待明确地区,-38,0,0.0,33,5,2020/02/27 08:39:05
河南省,-,219,1271,0.0,1033,19,2020/02/26 18:31:00
河南省,信阳,53,274,0.0,219,2,2020/02/26 18:31:00
河南省,郑州,33,157,0.0,124,0,2020/02/26 18:31:00
河南省,南阳,23,155,0.0,129,3,2020/02/26 18:31:00
河南省,周口,20,76,0.0,56,0,2020/02/26 18:31:00
河南省,驻马店,13,139,0.0,126,0,2020/02/26 18:31:00
河南省,平顶山,13,58,0.0,44,1,2020/02/26 18:31:00
河南省,安阳,10,53,0.0,43,0,2020/02/26 18:31:00
河南省,漯河,10,35,0.0,25,0,2020/02/26 18:31:00
河南省,开封,10,26,0.0,16,0,2020/02/26 18:31:00
河南省,商丘,8,91,0.0,80,3,2020/02/26 18:31:00
河南省,许昌,7,39,0.0,32,0,2020/02/26 18:31:00
河南省,濮阳,7,17,0.0,10,0,2020/02/26 18:31:00
河南省,洛阳,6,31,0.0,24,1,2020/02/26 18:31:00
河南省,新乡,5,57,0.0,49,3,2020/02/26 18:31:00
河南省,鹤壁,4,19,0.0,15,0,2020/02/26 18:31:00
河南省,焦作,3,32,0.0,28,1,2020/02/26 18:31:00
河南省,济源,2,5,0.0,3,0,2020/02/26 18:31:00
河南省,三门峡,0,7,0.0,6,1,2020/02/26 18:31:00
河南省,待明确地区,-8,0,0.0,4,4,2020/02/26 18:31:00
河南省,-,220,1271,0.0,1032,19,2020/02/26 17:50:59
河南省,信阳,53,274,0.0,219,2,2020/02/26 17:50:59
河南省,郑州,34,157,0.0,123,0,2020/02/26 17:50:59
河南省,南阳,23,155,0.0,129,3,2020/02/26 17:50:59
河南省,周口,20,76,0.0,56,0,2020/02/26 17:50:59
河南省,驻马店,13,139,0.0,126,0,2020/02/26 17:50:59
河南省,平顶山,13,58,0.0,44,1,2020/02/26 17:50:59
河南省,安阳,10,53,0.0,43,0,2020/02/26 17:50:59
河南省,漯河,10,35,0.0,25,0,2020/02/26 17:50:59
河南省,开封,10,26,0.0,16,0,2020/02/26 17:50:59
河南省,商丘,8,91,0.0,80,3,2020/02/26 17:50:59
河南省,许昌,7,39,0.0,32,0,2020/02/26 17:50:59
